state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
OR	male	white	30-44	high school graduate	other	moderate	barack obama	solid obama
OR	female	white	45-64	high school graduate	democrat	conservative	barack obama	solid obama
OR	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
OR	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
OR	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
OR	female	white	45-64	some college	democrat	liberal	barack obama	solid obama
OR	female	hispanic	45-64	college graduate	republican	moderate	john mcCain	solid obama
OR	male	white	30-44	some college	other	liberal	barack obama	solid obama
OR	male	white	30-44	high school graduate	other	moderate	john mcCain	solid obama
OR	female	white	65+	some college	other	moderate	barack obama	solid obama
OR	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
OR	female	other	45-64	some college	other	conservative	john mcCain	solid obama
OR	male	white	65+	some college	other	moderate	barack obama	solid obama
OR	female	white	65+	college graduate	democrat	liberal	barack obama	solid obama
OR	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
OR	female	white	45-64	high school graduate	other	liberal	barack obama	solid obama
OR	female	white	65+	some college	republican	moderate	john mcCain	solid obama
OR	female	white	65+	high school graduate	democrat	liberal	barack obama	solid obama
OR	female	hispanic	30-44	college graduate	democrat	liberal	barack obama	solid obama
OR	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
PA	male	other	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	18-29	high school graduate	democrat	conservative	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	other	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	black	30-44	college graduate	democrat	conservative	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	female	black	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	black	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	black	30-44	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	18-29	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	barack obama	quasi-battleground
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	high school graduate	democrat	conservative	john mcCain	quasi-battleground
PA	female	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	other	liberal	barack obama	quasi-battleground
PA	male	other	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	65+	some college	republican	moderate	barack obama	quasi-battleground
PA	female	other	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	18-29	didn't graduate from HS	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	barack obama	quasi-battleground
PA	male	other	18-29	some college	other	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	18-29	high school graduate	other	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	hispanic	18-29	some college	other	conservative	barack obama	quasi-battleground
PA	male	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	hispanic	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	conservative	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
PA	female	black	65+	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	college graduate	other	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	barack obama	quasi-battleground
PA	male	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	hispanic	45-64	some college	republican	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	high school graduate	republican	liberal	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	hispanic	30-44	high school graduate	other	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	black	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	female	black	30-44	some college	democrat	conservative	barack obama	quasi-battleground
PA	female	black	45-64	some college	democrat	conservative	barack obama	quasi-battleground
PA	female	black	45-64	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	white	65+	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	hispanic	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	65+	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	barack obama	quasi-battleground
PA	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	30-44	some college	republican	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	hispanic	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	high school graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
PA	female	other	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	black	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	high school graduate	other	conservative	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	black	30-44	college graduate	other	liberal	barack obama	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	black	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	some college	other	conservative	john mcCain	quasi-battleground
PA	male	hispanic	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	conservative	john mcCain	quasi-battleground
PA	male	hispanic	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	female	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	high school graduate	republican	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	hispanic	30-44	didn't graduate from HS	democrat	moderate	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	18-29	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	other	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	18-29	didn't graduate from HS	other	moderate	john mcCain	quasi-battleground
PA	male	white	18-29	college graduate	other	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	hispanic	18-29	college graduate	republican	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	some college	other	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	high school graduate	republican	liberal	john mcCain	quasi-battleground
PA	male	black	30-44	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	barack obama	quasi-battleground
PA	female	white	30-44	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	some college	other	moderate	john mcCain	quasi-battleground
PA	female	white	18-29	some college	republican	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	black	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	18-29	some college	other	liberal	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	black	45-64	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	other	liberal	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	other	conservative	barack obama	quasi-battleground
PA	male	white	65+	high school graduate	democrat	conservative	barack obama	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	some college	other	moderate	john mcCain	quasi-battleground
PA	female	black	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	other	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	other	30-44	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	65+	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	65+	some college	republican	moderate	barack obama	quasi-battleground
PA	female	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	white	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	other	30-44	high school graduate	republican	liberal	barack obama	quasi-battleground
PA	male	white	18-29	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	democrat	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	black	65+	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	black	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	65+	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	30-44	high school graduate	republican	liberal	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	female	other	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	high school graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	65+	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	democrat	conservative	barack obama	quasi-battleground
PA	female	white	18-29	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	high school graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	black	45-64	some college	other	moderate	barack obama	quasi-battleground
PA	male	hispanic	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	black	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	18-29	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	65+	high school graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	some college	other	conservative	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
PA	female	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	black	45-64	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	other	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	some college	other	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
PA	male	other	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	black	18-29	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
PA	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
PA	female	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	female	other	30-44	college graduate	republican	moderate	john mcCain	quasi-battleground
PA	female	black	30-44	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	hispanic	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	30-44	college graduate	democrat	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	hispanic	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	female	white	65+	some college	republican	conservative	john mcCain	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	democrat	liberal	john mcCain	quasi-battleground
PA	female	white	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	male	hispanic	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	female	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	republican	conservative	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	hispanic	18-29	some college	democrat	liberal	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	hispanic	45-64	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
PA	female	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
PA	male	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	female	black	18-29	some college	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
PA	female	white	65+	some college	republican	moderate	john mcCain	quasi-battleground
PA	female	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
PA	male	white	45-64	high school graduate	democrat	moderate	john mcCain	quasi-battleground
PA	female	white	45-64	high school graduate	republican	moderate	john mcCain	quasi-battleground
