state	sex	race	age	education	party	ideology	state_contestedness	vote
TN	female	white	30-44	some college	other	conservative	solid B	B
TN	male	white	30-44	some college	A	moderate	solid B	B
TN	female	white	65+	high school graduate	B	conservative	solid B	B
TN	male	black	18-29	high school graduate	A	liberal	solid B	A
TN	male	white	45-64	high school graduate	B	moderate	solid B	B
TN	female	white	45-64	college graduate	B	moderate	solid B	B
TN	female	white	18-29	high school graduate	other	moderate	solid B	B
TN	male	white	18-29	high school graduate	B	liberal	solid B	B
TN	male	white	30-44	college graduate	B	moderate	solid B	B
TN	female	white	45-64	college graduate	B	moderate	solid B	B
TN	female	white	45-64	didn't graduate from HS	A	conservative	solid B	A
TN	male	other	65+	high school graduate	other	moderate	solid B	A
TN	male	white	45-64	high school graduate	A	conservative	solid B	B
TN	female	white	45-64	high school graduate	B	moderate	solid B	B
TN	female	white	45-64	high school graduate	other	conservative	solid B	A
TN	female	white	30-44	some college	B	conservative	solid B	B
TN	male	white	30-44	college graduate	other	liberal	solid B	B
TN	male	white	30-44	college graduate	other	liberal	solid B	A
TN	female	white	45-64	college graduate	other	conservative	solid B	B
TN	male	other	45-64	college graduate	A	liberal	solid B	A
TN	male	white	65+	college graduate	other	moderate	solid B	A
TN	male	white	30-44	college graduate	A	liberal	solid B	A
TN	female	white	30-44	high school graduate	other	moderate	solid B	B
TN	female	white	18-29	college graduate	A	moderate	solid B	A
TN	male	black	45-64	high school graduate	A	liberal	solid B	A
TN	female	white	45-64	high school graduate	A	moderate	solid B	A
TN	female	white	18-29	college graduate	A	moderate	solid B	A
TN	male	white	45-64	high school graduate	B	moderate	solid B	B
TN	female	white	18-29	some college	other	liberal	solid B	A
TN	male	white	45-64	college graduate	B	moderate	solid B	B
TN	female	white	45-64	college graduate	A	liberal	solid B	A
TN	female	white	18-29	high school graduate	other	moderate	solid B	A
TN	female	white	18-29	some college	A	moderate	solid B	A
TN	female	white	45-64	high school graduate	B	moderate	solid B	B
TN	male	white	30-44	college graduate	A	moderate	solid B	A
TN	female	white	45-64	some college	other	moderate	solid B	B
TN	female	white	45-64	some college	B	conservative	solid B	B
TN	female	white	30-44	college graduate	B	conservative	solid B	B
TN	male	white	18-29	high school graduate	other	moderate	solid B	B
TN	female	white	18-29	some college	B	conservative	solid B	A
TN	female	white	45-64	some college	other	conservative	solid B	B
TN	female	white	45-64	high school graduate	other	moderate	solid B	B
TN	female	white	45-64	high school graduate	B	conservative	solid B	B
TN	female	black	45-64	college graduate	A	moderate	solid B	A
TN	female	white	45-64	didn't graduate from HS	A	conservative	solid B	B
TN	female	white	45-64	some college	A	moderate	solid B	A
TN	male	white	30-44	high school graduate	B	conservative	solid B	B
TN	female	white	30-44	college graduate	B	conservative	solid B	B
TN	female	white	18-29	high school graduate	B	moderate	solid B	B
TN	male	white	30-44	some college	other	liberal	solid B	A
TN	female	other	65+	high school graduate	B	conservative	solid B	B
TN	male	white	45-64	didn't graduate from HS	other	moderate	solid B	B
TN	female	white	65+	college graduate	other	moderate	solid B	B
TN	female	white	30-44	college graduate	B	moderate	solid B	B
TN	female	white	65+	some college	B	conservative	solid B	B
TN	male	white	65+	didn't graduate from HS	A	moderate	solid B	A
TN	female	white	65+	college graduate	A	conservative	solid B	A
TN	female	white	18-29	high school graduate	A	moderate	solid B	B
TN	male	white	18-29	high school graduate	other	moderate	solid B	A
TN	male	black	30-44	some college	A	conservative	solid B	A
TN	male	white	30-44	college graduate	other	moderate	solid B	B
TN	female	white	18-29	some college	other	conservative	solid B	B
TN	female	black	30-44	college graduate	other	moderate	solid B	A
TN	female	white	18-29	college graduate	A	liberal	solid B	A
TN	male	white	45-64	some college	other	moderate	solid B	B
TN	male	white	18-29	high school graduate	B	conservative	solid B	B
TN	female	black	30-44	some college	A	conservative	solid B	A
TN	female	white	30-44	college graduate	A	moderate	solid B	A
TN	male	white	45-64	some college	A	moderate	solid B	B
TN	female	white	45-64	college graduate	other	conservative	solid B	B
TN	female	white	30-44	college graduate	A	moderate	solid B	B
TN	male	white	45-64	high school graduate	B	liberal	solid B	B
TX	female	other	18-29	college graduate	B	conservative	solid B	B
TX	male	hispanic	65+	some college	other	conservative	solid B	A
TX	female	white	65+	didn't graduate from HS	other	conservative	solid B	B
TX	female	white	65+	some college	other	moderate	solid B	B
TX	female	hispanic	18-29	college graduate	A	liberal	solid B	A
TX	female	white	45-64	some college	other	moderate	solid B	A
TX	female	white	30-44	college graduate	other	moderate	solid B	B
TX	female	white	45-64	college graduate	A	moderate	solid B	B
TX	male	white	65+	didn't graduate from HS	other	moderate	solid B	A
TX	female	black	30-44	high school graduate	B	conservative	solid B	B
TX	female	white	18-29	some college	B	conservative	solid B	A
TX	male	hispanic	45-64	high school graduate	other	conservative	solid B	B
TX	female	hispanic	18-29	high school graduate	other	liberal	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	female	white	65+	high school graduate	B	conservative	solid B	B
TX	female	hispanic	45-64	college graduate	other	liberal	solid B	A
TX	female	other	45-64	some college	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	moderate	solid B	B
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	female	white	65+	high school graduate	B	conservative	solid B	B
TX	female	other	30-44	didn't graduate from HS	B	moderate	solid B	B
TX	female	hispanic	30-44	college graduate	other	moderate	solid B	B
TX	male	white	45-64	some college	B	liberal	solid B	B
TX	male	white	65+	college graduate	B	moderate	solid B	B
TX	male	white	18-29	college graduate	B	conservative	solid B	B
TX	female	white	30-44	some college	B	conservative	solid B	B
TX	male	hispanic	45-64	high school graduate	A	moderate	solid B	A
TX	male	hispanic	45-64	college graduate	A	moderate	solid B	B
TX	male	white	30-44	some college	other	moderate	solid B	B
TX	female	white	65+	high school graduate	other	conservative	solid B	B
TX	male	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	female	hispanic	45-64	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	45-64	didn't graduate from HS	B	liberal	solid B	B
TX	male	white	45-64	college graduate	other	moderate	solid B	B
TX	male	other	65+	high school graduate	B	moderate	solid B	B
TX	female	black	18-29	some college	A	moderate	solid B	A
TX	female	hispanic	18-29	some college	B	liberal	solid B	A
TX	female	hispanic	30-44	some college	A	moderate	solid B	A
TX	male	white	45-64	high school graduate	A	moderate	solid B	A
TX	female	black	30-44	some college	A	moderate	solid B	A
TX	male	black	18-29	some college	other	moderate	solid B	A
TX	male	black	45-64	some college	A	conservative	solid B	A
TX	female	black	30-44	some college	other	moderate	solid B	A
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	female	white	45-64	college graduate	A	moderate	solid B	A
TX	female	hispanic	65+	didn't graduate from HS	A	liberal	solid B	A
TX	male	white	45-64	some college	A	conservative	solid B	A
TX	male	white	45-64	college graduate	A	moderate	solid B	B
TX	male	white	65+	college graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	other	moderate	solid B	B
TX	female	white	45-64	some college	other	conservative	solid B	B
TX	male	white	45-64	some college	B	conservative	solid B	B
TX	female	white	30-44	some college	B	moderate	solid B	B
TX	female	hispanic	45-64	high school graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	other	moderate	solid B	A
TX	male	white	30-44	college graduate	other	conservative	solid B	B
TX	female	white	30-44	some college	B	conservative	solid B	B
TX	female	white	65+	didn't graduate from HS	A	moderate	solid B	A
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	female	white	65+	high school graduate	A	moderate	solid B	A
TX	male	hispanic	45-64	high school graduate	A	conservative	solid B	A
TX	male	hispanic	30-44	high school graduate	A	liberal	solid B	B
TX	female	hispanic	18-29	college graduate	A	conservative	solid B	A
TX	male	white	30-44	college graduate	other	moderate	solid B	B
TX	male	hispanic	30-44	college graduate	other	liberal	solid B	A
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	some college	A	moderate	solid B	A
TX	male	white	65+	college graduate	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	A	liberal	solid B	A
TX	male	white	45-64	college graduate	other	conservative	solid B	B
TX	male	white	45-64	some college	A	conservative	solid B	B
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	female	hispanic	18-29	high school graduate	A	liberal	solid B	A
TX	female	black	45-64	college graduate	A	liberal	solid B	A
TX	male	white	30-44	some college	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	A
TX	female	white	30-44	some college	A	moderate	solid B	A
TX	female	black	45-64	college graduate	A	moderate	solid B	A
TX	male	hispanic	18-29	didn't graduate from HS	B	conservative	solid B	A
TX	female	white	45-64	some college	other	moderate	solid B	A
TX	male	black	45-64	college graduate	other	liberal	solid B	A
TX	female	white	30-44	high school graduate	B	moderate	solid B	B
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	male	hispanic	45-64	some college	B	conservative	solid B	B
TX	female	hispanic	30-44	college graduate	A	moderate	solid B	A
TX	female	black	30-44	some college	A	moderate	solid B	A
TX	male	white	65+	high school graduate	B	conservative	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	female	hispanic	30-44	high school graduate	A	moderate	solid B	A
TX	male	white	45-64	high school graduate	B	moderate	solid B	B
TX	female	white	45-64	college graduate	other	conservative	solid B	B
TX	male	white	65+	college graduate	B	conservative	solid B	B
TX	male	white	30-44	college graduate	other	conservative	solid B	B
TX	male	other	30-44	college graduate	other	moderate	solid B	B
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	65+	high school graduate	A	conservative	solid B	A
TX	female	white	45-64	high school graduate	other	liberal	solid B	B
TX	male	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	female	white	30-44	some college	other	conservative	solid B	B
TX	male	black	45-64	high school graduate	A	moderate	solid B	A
TX	male	other	18-29	some college	other	moderate	solid B	A
TX	male	white	45-64	high school graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	some college	B	conservative	solid B	B
TX	male	hispanic	30-44	college graduate	other	liberal	solid B	A
TX	female	hispanic	18-29	some college	A	moderate	solid B	A
TX	male	hispanic	30-44	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	45-64	college graduate	other	moderate	solid B	A
TX	male	white	45-64	college graduate	B	moderate	solid B	B
TX	female	white	65+	college graduate	B	conservative	solid B	B
TX	female	white	45-64	college graduate	other	moderate	solid B	A
TX	male	black	30-44	high school graduate	A	moderate	solid B	A
TX	male	hispanic	18-29	some college	A	moderate	solid B	B
TX	female	white	45-64	college graduate	B	moderate	solid B	B
TX	female	hispanic	30-44	college graduate	B	conservative	solid B	B
TX	female	white	30-44	college graduate	A	moderate	solid B	A
TX	female	white	18-29	some college	A	liberal	solid B	A
TX	female	white	30-44	college graduate	A	liberal	solid B	A
TX	male	hispanic	65+	didn't graduate from HS	B	moderate	solid B	A
TX	female	white	45-64	some college	A	moderate	solid B	A
TX	female	white	30-44	some college	other	moderate	solid B	A
TX	male	hispanic	18-29	didn't graduate from HS	B	conservative	solid B	B
TX	female	hispanic	30-44	high school graduate	A	moderate	solid B	A
TX	male	hispanic	65+	some college	A	liberal	solid B	A
TX	female	other	65+	college graduate	other	moderate	solid B	B
TX	female	black	45-64	some college	A	conservative	solid B	A
TX	female	white	45-64	high school graduate	B	conservative	solid B	B
TX	female	white	30-44	some college	A	conservative	solid B	B
TX	female	other	45-64	some college	other	conservative	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	female	white	30-44	some college	A	conservative	solid B	A
TX	female	white	45-64	college graduate	B	moderate	solid B	A
TX	female	white	65+	some college	B	conservative	solid B	B
TX	male	hispanic	45-64	high school graduate	A	conservative	solid B	A
TX	female	hispanic	30-44	college graduate	other	moderate	solid B	B
TX	female	black	30-44	college graduate	A	liberal	solid B	A
TX	male	hispanic	18-29	high school graduate	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	A	moderate	solid B	B
TX	female	white	65+	college graduate	A	moderate	solid B	A
TX	female	white	65+	didn't graduate from HS	B	moderate	solid B	B
TX	female	black	30-44	some college	A	moderate	solid B	A
TX	male	white	45-64	college graduate	other	moderate	solid B	B
TX	female	white	65+	didn't graduate from HS	A	conservative	solid B	A
TX	male	hispanic	65+	some college	other	conservative	solid B	B
TX	male	hispanic	18-29	didn't graduate from HS	A	liberal	solid B	B
TX	female	white	45-64	some college	other	moderate	solid B	B
TX	female	white	65+	some college	other	moderate	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	30-44	high school graduate	other	moderate	solid B	B
TX	female	white	65+	some college	other	moderate	solid B	A
TX	male	white	45-64	high school graduate	A	moderate	solid B	A
TX	female	white	30-44	some college	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	45-64	some college	B	conservative	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	B	moderate	solid B	B
TX	female	hispanic	45-64	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	45-64	high school graduate	B	conservative	solid B	B
TX	male	black	45-64	high school graduate	other	conservative	solid B	A
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	female	black	45-64	college graduate	other	moderate	solid B	A
TX	female	white	65+	high school graduate	B	moderate	solid B	B
TX	female	hispanic	45-64	college graduate	B	conservative	solid B	B
TX	male	white	45-64	some college	other	conservative	solid B	B
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	female	white	30-44	some college	other	moderate	solid B	A
TX	female	white	65+	high school graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	male	black	45-64	high school graduate	A	moderate	solid B	A
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	other	moderate	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	65+	high school graduate	other	conservative	solid B	B
TX	female	white	30-44	some college	A	conservative	solid B	A
TX	female	white	45-64	college graduate	other	moderate	solid B	B
TX	female	white	45-64	college graduate	other	conservative	solid B	B
TX	female	white	30-44	some college	B	moderate	solid B	B
TX	female	hispanic	18-29	some college	B	conservative	solid B	B
TX	female	hispanic	30-44	some college	other	conservative	solid B	A
TX	female	white	45-64	college graduate	other	moderate	solid B	A
TX	male	white	18-29	college graduate	other	moderate	solid B	B
TX	female	hispanic	18-29	college graduate	other	moderate	solid B	B
TX	female	black	30-44	some college	A	moderate	solid B	B
TX	female	white	18-29	high school graduate	B	liberal	solid B	B
TX	male	white	45-64	college graduate	A	liberal	solid B	A
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	female	white	18-29	some college	B	moderate	solid B	B
TX	male	white	30-44	high school graduate	A	conservative	solid B	A
TX	female	white	30-44	high school graduate	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	female	hispanic	45-64	college graduate	A	moderate	solid B	A
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	female	white	45-64	college graduate	other	liberal	solid B	A
TX	male	white	30-44	college graduate	other	conservative	solid B	B
TX	female	white	65+	college graduate	other	moderate	solid B	B
TX	male	hispanic	45-64	college graduate	B	moderate	solid B	B
TX	female	white	45-64	some college	other	conservative	solid B	B
TX	male	white	45-64	some college	A	moderate	solid B	A
TX	male	white	18-29	high school graduate	B	conservative	solid B	B
TX	female	black	45-64	high school graduate	A	liberal	solid B	A
TX	male	white	65+	college graduate	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	30-44	college graduate	other	moderate	solid B	B
TX	male	white	18-29	some college	B	conservative	solid B	B
TX	female	white	65+	college graduate	B	moderate	solid B	B
TX	female	hispanic	18-29	high school graduate	A	liberal	solid B	A
TX	male	white	45-64	high school graduate	B	moderate	solid B	B
TX	male	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	65+	some college	other	moderate	solid B	B
TX	male	white	18-29	some college	B	moderate	solid B	B
TX	male	hispanic	65+	some college	A	liberal	solid B	A
TX	female	white	18-29	high school graduate	B	conservative	solid B	B
TX	female	white	45-64	high school graduate	B	moderate	solid B	B
TX	female	white	65+	some college	other	conservative	solid B	A
TX	female	hispanic	45-64	high school graduate	B	conservative	solid B	B
TX	female	white	65+	high school graduate	B	moderate	solid B	B
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	female	white	45-64	college graduate	B	moderate	solid B	B
TX	female	white	45-64	college graduate	other	conservative	solid B	B
TX	female	white	30-44	high school graduate	A	moderate	solid B	A
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	65+	some college	other	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	18-29	college graduate	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	A	moderate	solid B	B
TX	female	white	30-44	college graduate	other	conservative	solid B	B
TX	male	white	65+	college graduate	B	liberal	solid B	B
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	male	white	45-64	some college	A	moderate	solid B	B
TX	female	white	65+	some college	B	conservative	solid B	B
TX	female	white	65+	some college	B	conservative	solid B	B
TX	female	white	18-29	high school graduate	B	conservative	solid B	B
TX	female	hispanic	18-29	some college	A	liberal	solid B	A
TX	male	hispanic	18-29	didn't graduate from HS	B	conservative	solid B	B
TX	male	hispanic	45-64	some college	A	moderate	solid B	A
TX	male	white	30-44	some college	B	conservative	solid B	B
TX	female	hispanic	18-29	high school graduate	A	moderate	solid B	A
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	male	white	45-64	some college	other	moderate	solid B	B
TX	male	white	30-44	college graduate	other	conservative	solid B	B
TX	male	white	45-64	high school graduate	B	conservative	solid B	B
TX	male	white	45-64	college graduate	other	moderate	solid B	A
TX	male	white	45-64	some college	B	conservative	solid B	B
TX	female	black	65+	some college	A	moderate	solid B	A
TX	female	hispanic	30-44	some college	B	conservative	solid B	B
TX	female	white	65+	college graduate	other	moderate	solid B	B
TX	male	hispanic	30-44	high school graduate	B	conservative	solid B	B
TX	male	white	45-64	college graduate	A	liberal	solid B	A
TX	male	white	45-64	high school graduate	A	conservative	solid B	A
TX	male	hispanic	30-44	some college	A	conservative	solid B	A
TX	female	white	18-29	high school graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	didn't graduate from HS	A	liberal	solid B	A
TX	female	white	18-29	college graduate	A	liberal	solid B	A
TX	male	hispanic	30-44	didn't graduate from HS	A	liberal	solid B	A
TX	female	white	65+	college graduate	other	moderate	solid B	B
TX	male	white	65+	high school graduate	B	conservative	solid B	B
TX	female	white	65+	some college	B	moderate	solid B	B
TX	male	hispanic	65+	some college	A	liberal	solid B	A
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	female	black	45-64	college graduate	A	liberal	solid B	A
TX	male	white	30-44	some college	B	liberal	solid B	B
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	A	liberal	solid B	A
TX	male	hispanic	30-44	high school graduate	other	conservative	solid B	B
TX	female	white	18-29	college graduate	A	liberal	solid B	A
TX	female	white	65+	high school graduate	A	liberal	solid B	A
TX	female	white	45-64	high school graduate	B	moderate	solid B	B
TX	female	white	65+	some college	other	conservative	solid B	B
TX	male	hispanic	45-64	some college	other	moderate	solid B	B
TX	female	white	45-64	high school graduate	B	conservative	solid B	B
TX	female	white	18-29	some college	B	conservative	solid B	B
TX	male	hispanic	30-44	high school graduate	A	conservative	solid B	A
TX	female	hispanic	18-29	high school graduate	B	conservative	solid B	B
TX	female	white	30-44	some college	other	liberal	solid B	A
TX	male	white	45-64	some college	B	conservative	solid B	B
TX	male	white	18-29	college graduate	B	conservative	solid B	B
TX	female	white	45-64	some college	B	conservative	solid B	B
TX	female	white	18-29	some college	B	conservative	solid B	B
TX	male	white	30-44	some college	B	conservative	solid B	B
TX	female	white	45-64	high school graduate	A	moderate	solid B	A
TX	female	white	45-64	college graduate	B	moderate	solid B	B
TX	female	white	30-44	college graduate	other	conservative	solid B	A
TX	male	white	30-44	some college	B	conservative	solid B	B
TX	male	hispanic	65+	didn't graduate from HS	A	moderate	solid B	A
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	female	white	45-64	high school graduate	other	moderate	solid B	B
TX	female	white	30-44	some college	other	liberal	solid B	B
TX	male	white	30-44	college graduate	A	moderate	solid B	B
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	male	white	45-64	some college	B	moderate	solid B	B
TX	male	white	18-29	some college	B	conservative	solid B	B
TX	male	white	45-64	high school graduate	B	conservative	solid B	B
TX	female	white	18-29	college graduate	A	liberal	solid B	B
TX	male	hispanic	18-29	college graduate	A	moderate	solid B	A
TX	female	white	30-44	some college	B	moderate	solid B	B
TX	male	white	65+	didn't graduate from HS	other	moderate	solid B	B
TX	female	white	30-44	high school graduate	B	conservative	solid B	B
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	female	white	65+	high school graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	didn't graduate from HS	A	liberal	solid B	A
TX	female	hispanic	45-64	didn't graduate from HS	A	moderate	solid B	A
TX	male	black	30-44	college graduate	B	conservative	solid B	B
TX	male	hispanic	18-29	some college	other	moderate	solid B	A
TX	female	white	30-44	some college	other	liberal	solid B	A
TX	female	white	65+	some college	other	moderate	solid B	A
TX	male	white	30-44	some college	B	conservative	solid B	B
TX	male	white	18-29	some college	B	conservative	solid B	B
TX	female	white	65+	some college	A	moderate	solid B	B
TX	male	white	45-64	high school graduate	A	moderate	solid B	B
TX	female	hispanic	45-64	some college	A	moderate	solid B	A
TX	female	white	18-29	some college	B	moderate	solid B	B
TX	female	black	18-29	some college	A	liberal	solid B	A
TX	female	black	30-44	college graduate	A	moderate	solid B	A
TX	male	white	45-64	some college	B	moderate	solid B	B
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	male	white	45-64	some college	other	conservative	solid B	B
TX	male	hispanic	18-29	didn't graduate from HS	other	liberal	solid B	A
TX	male	white	45-64	some college	B	moderate	solid B	B
TX	male	white	18-29	some college	B	moderate	solid B	B
TX	male	white	45-64	college graduate	other	moderate	solid B	B
TX	female	white	30-44	some college	B	moderate	solid B	B
TX	male	hispanic	45-64	high school graduate	other	conservative	solid B	B
TX	male	white	18-29	college graduate	B	moderate	solid B	B
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	male	black	18-29	some college	A	liberal	solid B	A
TX	female	black	45-64	some college	A	moderate	solid B	A
TX	female	hispanic	18-29	high school graduate	other	moderate	solid B	A
TX	female	white	18-29	college graduate	B	liberal	solid B	B
TX	female	white	18-29	high school graduate	A	moderate	solid B	A
TX	female	white	30-44	didn't graduate from HS	B	conservative	solid B	B
TX	female	hispanic	45-64	didn't graduate from HS	A	moderate	solid B	A
TX	female	black	45-64	college graduate	A	conservative	solid B	A
TX	male	white	45-64	high school graduate	other	liberal	solid B	B
TX	male	black	30-44	college graduate	B	moderate	solid B	A
TX	female	white	18-29	high school graduate	A	liberal	solid B	A
TX	male	white	45-64	some college	other	conservative	solid B	B
TX	female	white	30-44	some college	B	moderate	solid B	B
TX	male	hispanic	65+	some college	A	moderate	solid B	A
TX	female	white	65+	high school graduate	B	moderate	solid B	B
TX	male	hispanic	30-44	some college	A	liberal	solid B	A
TX	female	white	18-29	high school graduate	B	moderate	solid B	B
TX	female	hispanic	45-64	high school graduate	A	moderate	solid B	B
TX	female	white	45-64	some college	A	moderate	solid B	A
TX	male	white	18-29	some college	B	moderate	solid B	A
TX	male	white	30-44	some college	A	conservative	solid B	A
TX	female	white	45-64	some college	B	moderate	solid B	B
TX	male	white	30-44	college graduate	other	moderate	solid B	A
TX	male	hispanic	30-44	didn't graduate from HS	A	conservative	solid B	A
TX	female	other	30-44	some college	A	moderate	solid B	A
TX	male	hispanic	65+	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	65+	didn't graduate from HS	B	moderate	solid B	B
TX	male	white	18-29	high school graduate	B	conservative	solid B	B
TX	male	white	65+	some college	A	moderate	solid B	A
TX	female	white	18-29	some college	B	conservative	solid B	B
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	male	hispanic	18-29	high school graduate	other	conservative	solid B	B
TX	female	white	45-64	some college	other	moderate	solid B	A
TX	female	hispanic	30-44	didn't graduate from HS	A	liberal	solid B	A
TX	female	black	45-64	college graduate	A	conservative	solid B	A
TX	female	white	45-64	college graduate	B	conservative	solid B	B
TX	female	black	18-29	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	45-64	college graduate	other	conservative	solid B	B
TX	male	white	45-64	some college	B	moderate	solid B	B
TX	female	black	18-29	some college	other	conservative	solid B	A
TX	male	white	65+	high school graduate	A	moderate	solid B	A
TX	female	hispanic	30-44	some college	A	moderate	solid B	A
TX	female	white	45-64	college graduate	A	conservative	solid B	B
TX	female	hispanic	30-44	some college	B	conservative	solid B	B
TX	female	white	30-44	high school graduate	B	conservative	solid B	B
TX	male	white	45-64	college graduate	other	conservative	solid B	B
TX	male	hispanic	45-64	high school graduate	B	conservative	solid B	A
TX	female	white	18-29	high school graduate	A	moderate	solid B	A
TX	female	hispanic	45-64	some college	B	conservative	solid B	B
TX	female	white	65+	college graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	didn't graduate from HS	other	moderate	solid B	A
TX	male	hispanic	45-64	some college	other	moderate	solid B	A
TX	female	white	18-29	high school graduate	B	conservative	solid B	B
TX	male	hispanic	45-64	some college	A	moderate	solid B	A
TX	male	white	45-64	college graduate	B	conservative	solid B	B
TX	male	hispanic	30-44	some college	A	conservative	solid B	A
TX	male	hispanic	30-44	some college	other	moderate	solid B	B
TX	male	white	30-44	some college	other	conservative	solid B	B
TX	male	white	30-44	some college	B	moderate	solid B	B
TX	male	hispanic	30-44	some college	B	moderate	solid B	B
TX	male	hispanic	65+	didn't graduate from HS	A	moderate	solid B	A
TX	male	white	30-44	some college	other	conservative	solid B	B
TX	female	black	18-29	some college	A	liberal	solid B	A
TX	female	white	30-44	some college	B	conservative	solid B	B
TX	female	hispanic	18-29	high school graduate	A	liberal	solid B	A
TX	female	white	30-44	some college	other	moderate	solid B	B
TX	male	white	65+	college graduate	other	conservative	solid B	B
TX	male	white	65+	some college	A	moderate	solid B	A
TX	female	white	30-44	some college	A	liberal	solid B	A
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	female	white	65+	high school graduate	B	moderate	solid B	B
TX	female	hispanic	45-64	some college	B	moderate	solid B	B
TX	female	white	30-44	college graduate	B	moderate	solid B	B
TX	male	white	30-44	high school graduate	B	conservative	solid B	B
TX	male	black	18-29	didn't graduate from HS	other	moderate	solid B	A
TX	female	white	65+	high school graduate	B	conservative	solid B	B
TX	male	black	45-64	college graduate	A	moderate	solid B	A
TX	female	hispanic	45-64	high school graduate	A	moderate	solid B	A
TX	female	white	30-44	high school graduate	B	conservative	solid B	B
TX	male	hispanic	18-29	didn't graduate from HS	B	conservative	solid B	B
TX	male	white	18-29	high school graduate	B	conservative	solid B	B
TX	male	black	30-44	college graduate	A	moderate	solid B	A
TX	female	white	45-64	high school graduate	B	moderate	solid B	B
TX	female	black	30-44	college graduate	A	liberal	solid B	A
TX	male	hispanic	18-29	high school graduate	A	moderate	solid B	A
TX	female	white	65+	some college	other	moderate	solid B	A
TX	female	black	45-64	college graduate	A	moderate	solid B	A
TX	female	white	30-44	college graduate	B	conservative	solid B	B
TX	female	black	45-64	college graduate	A	conservative	solid B	A
TX	male	hispanic	65+	didn't graduate from HS	A	moderate	solid B	A
TX	male	hispanic	18-29	some college	A	moderate	solid B	A
TX	male	white	45-64	some college	other	conservative	solid B	B
TX	female	white	45-64	high school graduate	B	conservative	solid B	B
