state	sex	race	age	education	ideology	vote
AZ	male	white	18-29	some college	moderate	B
IL	female	white	45-64	some college	moderate	B
IL	female	black	18-29	high school graduate	liberal	A
WI	female	white	30-44	some college	liberal	B
RI	male	white	45-64	college graduate	moderate	B
IL	female	other	30-44	college graduate	moderate	A
LA	female	white	30-44	high school graduate	conservative	B
AK	female	white	18-29	college graduate	liberal	A
MN	male	other	65+	some college	moderate	A
CA	male	hispanic	18-29	some college	liberal	A
FL	female	hispanic	45-64	college graduate	conservative	B
MO	male	white	18-29	college graduate	moderate	A
IL	female	white	65+	high school graduate	conservative	A
CA	female	white	30-44	didn't graduate from HS	moderate	B
LA	male	white	30-44	college graduate	conservative	B
SC	female	white	45-64	college graduate	conservative	B
KS	male	white	65+	college graduate	moderate	A
MA	female	white	45-64	some college	moderate	A
MI	male	white	45-64	college graduate	moderate	A
CA	male	white	30-44	college graduate	liberal	A
CA	male	other	18-29	some college	moderate	A
MN	female	other	30-44	some college	moderate	A
NY	male	white	18-29	college graduate	liberal	A
AK	female	white	45-64	college graduate	liberal	A
AZ	male	hispanic	18-29	some college	liberal	B
CA	male	hispanic	18-29	some college	liberal	A
NH	male	white	45-64	college graduate	moderate	A
MD	male	white	18-29	some college	moderate	A
NJ	female	black	30-44	college graduate	liberal	A
TX	male	white	45-64	some college	conservative	B
ND	male	white	45-64	some college	conservative	B
LA	male	other	18-29	college graduate	moderate	B
ND	female	white	18-29	college graduate	moderate	B
SC	female	black	18-29	some college	moderate	A
CA	female	white	45-64	high school graduate	moderate	A
PA	female	black	45-64	college graduate	moderate	A
CA	female	white	65+	college graduate	moderate	A
CA	female	white	18-29	college graduate	liberal	A
NY	female	hispanic	30-44	some college	conservative	A
OH	female	white	45-64	college graduate	moderate	A
CA	male	white	45-64	some college	moderate	A
AR	female	white	45-64	some college	moderate	B
VA	male	white	45-64	college graduate	moderate	B
TX	female	black	18-29	some college	liberal	A
KS	female	white	30-44	college graduate	conservative	B
OK	male	other	30-44	didn't graduate from HS	moderate	A
IL	female	black	45-64	some college	conservative	A
CA	female	white	30-44	didn't graduate from HS	conservative	B
IL	female	hispanic	45-64	college graduate	conservative	B
MD	male	white	18-29	college graduate	conservative	B
VT	male	white	45-64	high school graduate	conservative	B
FL	female	hispanic	45-64	college graduate	liberal	A
MD	male	white	18-29	college graduate	moderate	B
IN	male	black	18-29	some college	liberal	A
NJ	male	white	45-64	college graduate	moderate	A
OH	female	black	30-44	college graduate	liberal	A
CA	female	other	30-44	college graduate	liberal	A
NY	male	white	65+	high school graduate	conservative	A
GA	male	white	18-29	high school graduate	conservative	B
NY	female	white	30-44	college graduate	moderate	B
IL	female	white	45-64	college graduate	moderate	A
NV	female	hispanic	30-44	some college	conservative	B
PA	female	white	65+	some college	moderate	B
NJ	male	white	30-44	college graduate	liberal	A
CA	female	white	18-29	college graduate	moderate	A
CA	female	hispanic	45-64	college graduate	moderate	B
OK	female	white	18-29	college graduate	liberal	A
SC	female	white	65+	some college	conservative	B
CA	male	white	18-29	college graduate	liberal	A
CA	male	hispanic	18-29	some college	liberal	A
SC	female	black	30-44	college graduate	conservative	A
IL	male	white	45-64	college graduate	conservative	B
RI	male	white	45-64	college graduate	liberal	A
MD	male	white	65+	college graduate	moderate	A
AZ	female	white	45-64	high school graduate	conservative	B
NC	female	white	30-44	college graduate	conservative	B
ME	female	white	65+	college graduate	moderate	A
IL	female	white	30-44	some college	moderate	A
IA	male	white	18-29	college graduate	conservative	A
IL	female	black	30-44	some college	liberal	A
CA	male	other	45-64	college graduate	moderate	A
AL	female	white	18-29	some college	conservative	A
OH	male	white	45-64	college graduate	liberal	A
CA	female	white	65+	some college	conservative	A
NY	male	black	30-44	some college	moderate	A
PA	female	hispanic	18-29	high school graduate	liberal	B
TX	male	hispanic	65+	some college	moderate	A
VA	male	white	45-64	some college	conservative	B
MA	female	white	45-64	college graduate	conservative	A
TN	female	white	45-64	some college	moderate	B
CA	male	white	45-64	some college	conservative	B
AR	female	black	30-44	some college	conservative	A
PA	female	black	18-29	high school graduate	liberal	A
MA	male	black	45-64	some college	liberal	A
CA	male	black	18-29	some college	liberal	A
FL	male	hispanic	45-64	college graduate	conservative	B
TN	female	white	18-29	some college	moderate	A
PA	female	white	45-64	some college	moderate	A
NY	female	other	45-64	college graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	B
MO	female	black	45-64	college graduate	liberal	A
AK	male	white	18-29	college graduate	conservative	B
MA	female	white	30-44	some college	moderate	A
WI	male	white	45-64	some college	liberal	A
MI	male	white	30-44	some college	conservative	B
MA	male	white	65+	high school graduate	moderate	B
IL	female	black	30-44	high school graduate	moderate	A
PA	male	white	18-29	college graduate	moderate	A
MA	female	white	18-29	college graduate	liberal	A
NY	male	white	45-64	some college	moderate	A
CA	female	white	30-44	college graduate	moderate	A
NY	male	white	45-64	some college	liberal	B
IL	female	white	45-64	some college	moderate	A
MN	male	other	18-29	some college	conservative	A
GA	male	black	30-44	high school graduate	liberal	A
NY	male	white	45-64	some college	conservative	B
MD	male	black	18-29	college graduate	conservative	A
RI	male	white	45-64	college graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
VA	male	white	30-44	some college	moderate	A
NY	male	white	30-44	college graduate	liberal	A
AL	female	white	65+	some college	conservative	other
CA	male	other	45-64	college graduate	moderate	A
IL	male	white	30-44	some college	conservative	A
NJ	male	black	65+	college graduate	liberal	A
PA	female	white	45-64	college graduate	liberal	A
OH	male	white	18-29	high school graduate	moderate	B
OK	male	hispanic	18-29	some college	moderate	A
TX	female	white	30-44	college graduate	conservative	B
WI	male	white	18-29	some college	moderate	B
CA	male	white	45-64	college graduate	conservative	B
IL	female	black	45-64	some college	moderate	A
IN	female	white	65+	some college	conservative	B
PA	male	white	65+	college graduate	moderate	B
NY	female	white	30-44	college graduate	conservative	B
IL	female	other	65+	college graduate	liberal	B
PA	female	white	30-44	college graduate	conservative	B
MD	female	white	45-64	some college	liberal	B
VT	female	white	45-64	some college	conservative	A
OH	female	white	30-44	college graduate	moderate	A
MD	male	white	18-29	college graduate	liberal	A
MO	female	white	18-29	college graduate	conservative	B
TX	male	white	65+	college graduate	liberal	B
MI	male	black	30-44	some college	liberal	B
MD	female	white	45-64	college graduate	liberal	A
NY	female	black	45-64	didn't graduate from HS	moderate	A
OH	female	white	45-64	college graduate	liberal	A
IN	male	black	18-29	some college	liberal	A
NY	female	white	45-64	college graduate	conservative	B
CA	male	black	65+	some college	liberal	A
NJ	male	white	30-44	some college	liberal	A
IN	male	white	45-64	some college	moderate	B
NM	male	other	30-44	some college	liberal	A
MA	female	white	45-64	high school graduate	conservative	A
MA	male	white	30-44	college graduate	moderate	A
IA	female	white	18-29	college graduate	moderate	A
TN	female	white	18-29	some college	liberal	A
IL	male	white	45-64	college graduate	conservative	A
NJ	male	white	65+	high school graduate	moderate	B
MA	male	other	30-44	some college	conservative	A
CA	male	white	45-64	college graduate	moderate	A
MO	female	black	18-29	some college	liberal	A
MA	female	white	45-64	some college	liberal	A
MA	female	white	30-44	high school graduate	moderate	A
CA	female	white	30-44	college graduate	moderate	B
KY	female	white	30-44	college graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
WI	male	white	30-44	college graduate	conservative	B
NJ	male	white	65+	college graduate	moderate	A
IL	male	white	45-64	college graduate	moderate	A
NV	male	hispanic	30-44	some college	liberal	A
SD	male	white	18-29	some college	liberal	A
WV	female	white	18-29	some college	conservative	B
PA	male	hispanic	30-44	some college	conservative	B
MI	female	white	45-64	high school graduate	moderate	other
RI	male	white	30-44	college graduate	moderate	A
MI	male	white	30-44	college graduate	conservative	A
PA	female	white	30-44	college graduate	moderate	A
LA	female	white	65+	college graduate	moderate	B
MI	female	white	45-64	college graduate	liberal	A
FL	female	black	18-29	some college	moderate	A
OH	male	white	45-64	college graduate	moderate	A
SC	female	hispanic	18-29	some college	moderate	A
LA	female	black	45-64	college graduate	conservative	A
PA	female	white	30-44	some college	moderate	B
GA	female	white	18-29	some college	conservative	A
NJ	female	white	18-29	college graduate	liberal	A
MA	male	white	45-64	college graduate	moderate	A
WI	male	white	65+	some college	moderate	B
NY	female	white	45-64	college graduate	moderate	B
MS	female	white	65+	high school graduate	moderate	B
CA	female	white	18-29	high school graduate	moderate	B
OH	female	white	18-29	some college	moderate	B
CA	male	black	30-44	some college	liberal	A
NY	female	white	45-64	some college	moderate	B
KY	female	white	30-44	college graduate	moderate	B
WI	female	black	30-44	college graduate	moderate	A
OR	male	white	45-64	some college	conservative	B
PA	male	white	18-29	college graduate	conservative	B
CA	female	white	45-64	college graduate	liberal	A
LA	female	black	45-64	college graduate	moderate	A
NC	female	white	65+	some college	conservative	B
CO	female	white	45-64	some college	conservative	B
IN	female	black	45-64	college graduate	liberal	A
IL	female	white	30-44	college graduate	moderate	B
CA	female	black	18-29	high school graduate	moderate	B
IL	female	white	45-64	high school graduate	moderate	A
NC	female	white	65+	high school graduate	conservative	A
NY	female	hispanic	30-44	college graduate	liberal	A
MA	male	white	45-64	high school graduate	moderate	A
RI	female	white	65+	college graduate	conservative	A
TX	male	white	30-44	college graduate	moderate	B
MI	female	white	30-44	some college	liberal	A
SC	male	white	65+	college graduate	moderate	B
IL	female	black	45-64	some college	moderate	A
MA	male	white	18-29	some college	moderate	A
CA	female	white	45-64	some college	moderate	B
NY	male	hispanic	18-29	college graduate	moderate	A
NY	male	hispanic	18-29	high school graduate	moderate	A
IL	female	white	45-64	some college	conservative	B
NC	female	black	18-29	high school graduate	liberal	A
NY	female	black	45-64	college graduate	conservative	A
NY	male	white	30-44	college graduate	conservative	A
IL	female	white	30-44	some college	conservative	A
TN	male	white	30-44	high school graduate	conservative	B
WI	female	white	30-44	some college	liberal	A
PA	female	white	30-44	college graduate	moderate	B
MD	female	black	18-29	college graduate	moderate	A
MA	female	white	45-64	some college	moderate	A
OK	male	black	18-29	high school graduate	moderate	B
AK	female	white	45-64	college graduate	moderate	B
IA	male	white	18-29	college graduate	conservative	B
TX	female	hispanic	45-64	high school graduate	moderate	B
IL	female	black	30-44	some college	moderate	A
KY	male	white	30-44	high school graduate	conservative	B
VA	male	white	45-64	some college	liberal	A
PA	male	white	65+	some college	conservative	B
NE	male	white	30-44	college graduate	conservative	B
NJ	male	white	65+	high school graduate	moderate	A
CA	male	hispanic	18-29	some college	liberal	A
PA	female	white	18-29	college graduate	liberal	A
VT	female	other	45-64	high school graduate	moderate	A
OH	female	white	30-44	college graduate	liberal	A
TX	female	white	30-44	college graduate	conservative	B
CT	female	black	18-29	high school graduate	moderate	A
MS	female	white	65+	high school graduate	conservative	B
TX	male	hispanic	45-64	college graduate	conservative	B
PA	female	white	45-64	college graduate	moderate	A
FL	female	hispanic	18-29	some college	conservative	A
KY	female	white	45-64	college graduate	conservative	B
NC	male	white	30-44	some college	moderate	B
OH	female	hispanic	45-64	high school graduate	conservative	A
TX	female	white	45-64	college graduate	moderate	A
NC	female	white	65+	some college	conservative	A
AL	male	black	30-44	college graduate	liberal	A
OH	male	white	30-44	some college	moderate	B
GA	male	white	18-29	didn't graduate from HS	moderate	A
CA	male	white	45-64	some college	conservative	B
NY	female	white	30-44	college graduate	liberal	A
PA	male	white	18-29	some college	conservative	A
PA	male	white	18-29	didn't graduate from HS	conservative	B
NY	female	white	45-64	college graduate	conservative	B
VT	female	white	65+	college graduate	conservative	A
OK	male	black	18-29	didn't graduate from HS	moderate	B
OH	male	white	30-44	college graduate	moderate	B
VA	female	white	45-64	college graduate	moderate	A
WY	male	white	18-29	high school graduate	moderate	B
CA	male	black	45-64	college graduate	conservative	A
PA	male	white	45-64	college graduate	moderate	B
OH	female	white	18-29	some college	moderate	A
NY	male	white	18-29	some college	moderate	A
OH	male	white	30-44	high school graduate	liberal	A
WI	female	white	45-64	college graduate	moderate	A
IL	male	white	65+	didn't graduate from HS	moderate	B
PA	male	white	65+	high school graduate	conservative	B
NY	male	white	65+	some college	conservative	B
NJ	male	white	18-29	high school graduate	liberal	A
AZ	male	white	45-64	some college	moderate	B
IL	female	white	45-64	college graduate	liberal	A
MS	male	white	65+	didn't graduate from HS	moderate	B
AL	female	black	45-64	college graduate	moderate	A
IA	male	white	18-29	some college	liberal	A
CA	female	white	65+	high school graduate	conservative	B
MA	female	white	45-64	college graduate	moderate	B
CA	male	black	45-64	some college	moderate	A
CA	female	white	45-64	college graduate	liberal	A
CA	male	other	45-64	high school graduate	moderate	A
UT	female	white	45-64	college graduate	liberal	A
IL	female	white	45-64	some college	liberal	A
NY	male	white	45-64	college graduate	moderate	A
MD	male	black	30-44	some college	moderate	A
TX	male	hispanic	45-64	didn't graduate from HS	moderate	A
MD	male	black	18-29	some college	moderate	A
IN	male	white	45-64	high school graduate	conservative	B
IL	male	white	65+	some college	conservative	B
MD	female	white	45-64	college graduate	liberal	A
OK	female	other	45-64	high school graduate	moderate	A
OH	male	white	30-44	college graduate	liberal	A
CA	male	white	45-64	high school graduate	moderate	A
MI	female	white	45-64	some college	moderate	B
OH	male	white	18-29	some college	moderate	B
PA	male	hispanic	65+	college graduate	moderate	B
PA	female	white	30-44	some college	conservative	B
MN	female	white	30-44	some college	moderate	A
CA	female	other	65+	high school graduate	conservative	B
MI	female	white	18-29	college graduate	liberal	A
FL	male	white	30-44	some college	moderate	B
NY	male	white	45-64	college graduate	moderate	A
MA	male	white	45-64	high school graduate	moderate	A
AZ	female	hispanic	30-44	some college	liberal	A
CA	female	white	30-44	some college	liberal	A
PA	female	white	65+	high school graduate	liberal	A
SC	female	white	30-44	some college	liberal	B
FL	female	white	18-29	some college	moderate	A
IL	male	white	65+	some college	moderate	A
GA	female	black	30-44	college graduate	moderate	A
LA	female	white	65+	high school graduate	moderate	A
NJ	male	white	45-64	college graduate	moderate	B
NY	female	other	30-44	college graduate	liberal	A
CA	male	white	45-64	college graduate	liberal	A
CA	male	white	45-64	some college	liberal	A
MT	female	other	45-64	college graduate	moderate	A
OH	male	white	18-29	high school graduate	moderate	B
IL	male	white	30-44	some college	moderate	A
TX	female	black	18-29	didn't graduate from HS	moderate	A
NY	female	other	18-29	college graduate	moderate	other
KY	female	white	45-64	some college	conservative	B
MD	male	white	65+	some college	liberal	A
VA	female	black	18-29	high school graduate	conservative	A
VA	female	white	30-44	college graduate	moderate	B
CA	female	white	45-64	some college	moderate	B
TN	female	white	30-44	some college	conservative	B
MD	female	white	30-44	some college	moderate	A
MN	female	white	30-44	some college	conservative	A
NJ	female	white	45-64	college graduate	conservative	B
NJ	female	white	18-29	high school graduate	moderate	B
NH	female	white	65+	high school graduate	liberal	A
KY	female	other	30-44	some college	conservative	B
NC	male	white	65+	high school graduate	moderate	B
IL	male	other	18-29	some college	conservative	A
IL	male	black	45-64	some college	moderate	A
MA	female	other	18-29	college graduate	liberal	A
WA	female	white	45-64	some college	conservative	B
NY	male	white	18-29	college graduate	liberal	A
MD	female	white	30-44	college graduate	moderate	A
MA	male	white	45-64	college graduate	liberal	A
OH	male	white	65+	didn't graduate from HS	liberal	A
IL	female	white	45-64	some college	liberal	A
PA	male	white	45-64	college graduate	moderate	A
LA	female	white	45-64	some college	liberal	B
NY	female	other	18-29	college graduate	conservative	A
NY	female	black	30-44	college graduate	conservative	A
IL	male	white	18-29	high school graduate	moderate	A
OK	female	white	65+	didn't graduate from HS	moderate	A
NY	female	white	30-44	college graduate	moderate	A
WA	female	other	30-44	college graduate	moderate	A
OH	male	white	30-44	some college	conservative	B
MI	female	black	18-29	some college	liberal	A
GA	female	white	18-29	college graduate	liberal	A
NJ	male	white	30-44	college graduate	moderate	B
CT	male	white	45-64	high school graduate	conservative	A
CA	female	other	18-29	some college	moderate	A
MO	male	white	45-64	high school graduate	moderate	A
MD	female	white	45-64	college graduate	conservative	B
NJ	male	white	45-64	some college	liberal	A
OK	male	white	45-64	some college	conservative	B
MS	male	white	65+	college graduate	conservative	B
PA	male	white	18-29	college graduate	liberal	A
AK	female	hispanic	30-44	college graduate	conservative	B
CT	male	white	45-64	some college	liberal	A
OH	male	white	45-64	college graduate	moderate	A
MI	female	white	18-29	college graduate	liberal	A
NY	male	white	18-29	college graduate	conservative	B
NY	male	white	45-64	college graduate	moderate	B
FL	male	white	18-29	college graduate	moderate	A
LA	female	black	45-64	high school graduate	conservative	A
GA	male	white	30-44	some college	moderate	B
VA	male	white	45-64	college graduate	liberal	A
WI	male	white	45-64	high school graduate	moderate	B
MO	male	white	30-44	high school graduate	moderate	A
IN	female	white	45-64	high school graduate	conservative	B
ND	female	white	18-29	some college	moderate	B
ND	female	white	45-64	some college	conservative	A
MO	male	black	45-64	college graduate	conservative	A
IL	male	black	65+	some college	moderate	A
WI	female	white	18-29	some college	moderate	A
AL	male	white	45-64	college graduate	moderate	B
PA	male	white	45-64	college graduate	liberal	A
OH	male	white	30-44	some college	conservative	B
MN	female	white	65+	some college	moderate	A
VA	male	white	45-64	college graduate	liberal	B
MI	female	black	30-44	college graduate	moderate	A
IL	male	white	18-29	college graduate	liberal	A
MA	male	white	18-29	some college	conservative	B
CA	female	other	45-64	some college	conservative	B
MI	male	white	65+	high school graduate	moderate	A
GA	male	black	30-44	some college	moderate	A
VA	female	white	45-64	some college	liberal	A
IL	male	black	65+	high school graduate	moderate	A
NC	male	white	65+	high school graduate	conservative	B
MN	male	black	30-44	high school graduate	moderate	A
NV	male	white	30-44	college graduate	conservative	B
NJ	male	white	18-29	some college	liberal	A
FL	male	white	30-44	college graduate	conservative	A
AZ	female	white	45-64	some college	conservative	B
IN	male	white	45-64	college graduate	moderate	B
MD	female	white	65+	some college	moderate	A
GA	female	white	65+	college graduate	conservative	B
CT	female	white	30-44	college graduate	liberal	A
NC	male	white	45-64	some college	moderate	A
MA	female	white	45-64	college graduate	conservative	B
KY	female	white	45-64	college graduate	moderate	B
NY	female	white	45-64	college graduate	moderate	B
VA	female	white	45-64	some college	conservative	B
KY	female	white	18-29	didn't graduate from HS	conservative	B
NC	female	white	30-44	college graduate	moderate	B
CT	female	white	45-64	college graduate	liberal	other
VA	male	white	30-44	some college	conservative	B
RI	female	white	45-64	college graduate	moderate	A
FL	female	white	45-64	some college	conservative	B
IL	male	white	18-29	high school graduate	moderate	A
GA	male	white	45-64	some college	liberal	B
OH	male	white	65+	some college	liberal	A
MA	female	white	30-44	college graduate	moderate	B
NM	male	hispanic	30-44	high school graduate	moderate	A
SD	male	white	65+	some college	conservative	A
NJ	male	hispanic	45-64	didn't graduate from HS	moderate	A
CA	female	white	65+	college graduate	moderate	B
MA	female	other	30-44	college graduate	moderate	A
PA	female	white	18-29	high school graduate	conservative	A
MA	female	white	45-64	college graduate	liberal	A
MD	male	black	65+	high school graduate	conservative	B
OH	male	white	18-29	high school graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	B
NY	male	white	30-44	college graduate	conservative	B
PA	female	white	65+	high school graduate	moderate	B
FL	female	white	65+	college graduate	liberal	A
NY	male	black	30-44	some college	moderate	A
VA	female	white	30-44	some college	conservative	B
CA	female	white	45-64	college graduate	liberal	A
OH	male	white	45-64	didn't graduate from HS	moderate	B
OH	male	white	45-64	some college	moderate	B
IL	male	other	18-29	high school graduate	liberal	A
LA	male	white	45-64	college graduate	liberal	B
MI	female	white	30-44	college graduate	liberal	A
MO	female	white	18-29	high school graduate	moderate	B
VA	female	white	45-64	college graduate	moderate	A
TX	male	black	30-44	college graduate	liberal	A
MN	female	white	18-29	college graduate	liberal	A
IL	male	white	30-44	college graduate	moderate	B
MI	female	white	30-44	college graduate	moderate	B
SC	male	black	18-29	high school graduate	moderate	A
TN	male	white	18-29	high school graduate	moderate	B
MD	male	hispanic	30-44	some college	moderate	A
NY	male	white	45-64	college graduate	liberal	A
SC	female	black	45-64	high school graduate	conservative	A
FL	female	white	18-29	some college	moderate	A
MA	female	other	18-29	some college	liberal	A
NH	male	white	45-64	some college	conservative	B
MA	male	white	45-64	college graduate	liberal	A
TN	female	white	18-29	college graduate	moderate	A
OH	male	white	18-29	high school graduate	conservative	B
NY	female	black	30-44	college graduate	moderate	A
NJ	male	hispanic	30-44	high school graduate	liberal	A
CA	male	other	30-44	college graduate	moderate	B
GA	male	white	18-29	high school graduate	conservative	B
TX	female	white	18-29	college graduate	liberal	A
OH	female	white	18-29	some college	liberal	A
FL	female	white	30-44	college graduate	liberal	A
CA	male	white	45-64	some college	liberal	A
OH	female	white	45-64	college graduate	liberal	A
GA	female	black	18-29	some college	moderate	A
NY	female	white	45-64	some college	conservative	B
IN	male	white	45-64	some college	moderate	B
NY	female	white	30-44	college graduate	conservative	B
MI	female	white	45-64	college graduate	liberal	A
KY	male	white	65+	high school graduate	conservative	B
OH	male	white	30-44	some college	conservative	B
FL	female	white	18-29	some college	moderate	B
OH	male	white	45-64	college graduate	conservative	B
NV	male	white	30-44	college graduate	moderate	B
MD	male	white	45-64	college graduate	liberal	A
IA	female	white	18-29	high school graduate	conservative	B
PA	female	white	45-64	college graduate	liberal	A
VA	male	other	65+	some college	moderate	B
IL	male	white	18-29	some college	moderate	B
GA	male	black	30-44	high school graduate	conservative	A
IL	male	black	30-44	high school graduate	moderate	A
CA	female	other	45-64	college graduate	conservative	B
TX	male	hispanic	30-44	didn't graduate from HS	moderate	A
PA	female	white	30-44	college graduate	moderate	A
IL	male	white	45-64	college graduate	moderate	B
NY	male	white	45-64	high school graduate	moderate	B
MT	male	white	30-44	some college	conservative	B
IL	female	white	30-44	college graduate	conservative	B
AL	male	white	45-64	college graduate	conservative	B
AR	male	black	45-64	high school graduate	liberal	A
IL	female	white	65+	college graduate	moderate	B
NY	female	white	30-44	college graduate	conservative	B
CA	male	white	30-44	some college	moderate	other
TX	female	white	65+	some college	moderate	B
PA	female	white	45-64	high school graduate	liberal	A
FL	female	white	45-64	some college	moderate	B
CA	female	white	65+	college graduate	moderate	A
CA	female	white	30-44	college graduate	conservative	A
NJ	male	other	18-29	some college	moderate	A
CO	female	white	45-64	college graduate	liberal	A
MD	male	white	30-44	high school graduate	moderate	B
CO	female	white	65+	high school graduate	moderate	A
LA	female	white	30-44	didn't graduate from HS	conservative	B
TX	female	hispanic	18-29	high school graduate	moderate	A
OH	female	white	30-44	some college	moderate	A
MI	female	white	45-64	some college	conservative	B
WI	female	white	30-44	college graduate	liberal	A
MD	male	white	18-29	some college	conservative	B
NY	female	black	30-44	some college	moderate	A
TX	female	white	18-29	high school graduate	conservative	B
WI	male	white	18-29	college graduate	moderate	A
OH	female	white	30-44	college graduate	liberal	A
CA	female	white	18-29	some college	liberal	B
IN	male	hispanic	30-44	some college	moderate	A
IL	male	white	65+	high school graduate	conservative	A
OH	male	white	45-64	some college	conservative	B
MS	female	white	45-64	college graduate	moderate	A
NY	female	hispanic	18-29	some college	moderate	A
NC	female	black	45-64	some college	liberal	A
MD	female	black	30-44	some college	moderate	A
PA	male	white	30-44	college graduate	moderate	B
IL	female	white	18-29	high school graduate	moderate	A
FL	male	black	30-44	high school graduate	liberal	A
WI	male	white	65+	some college	moderate	A
FL	female	black	30-44	some college	moderate	A
CA	female	black	45-64	college graduate	liberal	A
MS	female	black	30-44	college graduate	moderate	A
AL	male	black	45-64	some college	conservative	A
CA	male	white	18-29	college graduate	moderate	B
CA	female	white	45-64	college graduate	liberal	A
MA	female	white	45-64	college graduate	moderate	A
ND	female	white	18-29	high school graduate	moderate	A
CA	female	hispanic	45-64	high school graduate	conservative	A
TX	male	hispanic	65+	some college	liberal	A
KY	male	white	30-44	college graduate	moderate	A
CA	female	white	45-64	some college	moderate	A
SC	female	hispanic	30-44	high school graduate	moderate	A
IL	female	white	45-64	some college	moderate	A
CA	male	white	45-64	college graduate	liberal	A
TX	female	white	45-64	some college	conservative	B
NJ	male	white	65+	college graduate	moderate	B
NC	female	white	18-29	didn't graduate from HS	moderate	B
PA	female	hispanic	30-44	didn't graduate from HS	moderate	B
NC	male	black	45-64	high school graduate	moderate	A
CA	female	other	45-64	college graduate	liberal	A
LA	male	white	45-64	some college	conservative	B
FL	male	hispanic	65+	some college	moderate	A
MA	female	white	45-64	college graduate	conservative	B
CA	female	white	30-44	college graduate	moderate	A
MI	male	white	18-29	high school graduate	moderate	A
NY	male	black	30-44	high school graduate	liberal	A
OH	female	white	30-44	high school graduate	conservative	A
VA	female	white	45-64	college graduate	liberal	B
MD	female	white	45-64	high school graduate	liberal	A
PA	male	black	30-44	college graduate	liberal	A
CT	male	white	18-29	college graduate	conservative	B
MN	female	other	30-44	college graduate	moderate	other
PA	male	white	30-44	high school graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
CA	male	white	45-64	college graduate	moderate	A
NJ	female	white	18-29	college graduate	liberal	A
FL	male	hispanic	45-64	college graduate	moderate	B
OH	female	white	45-64	college graduate	liberal	A
MA	female	white	45-64	some college	conservative	B
CO	female	white	45-64	some college	moderate	A
NY	male	white	30-44	college graduate	liberal	A
CA	female	white	45-64	some college	conservative	B
CA	female	other	30-44	college graduate	liberal	A
PA	male	white	18-29	college graduate	liberal	A
CA	female	hispanic	45-64	college graduate	conservative	B
GA	female	white	45-64	college graduate	moderate	B
CA	female	hispanic	18-29	some college	moderate	A
NM	female	other	65+	high school graduate	moderate	A
TX	female	white	45-64	college graduate	moderate	A
CA	female	hispanic	45-64	some college	moderate	A
FL	male	white	18-29	college graduate	moderate	A
NC	female	white	45-64	some college	moderate	A
AK	female	white	18-29	some college	conservative	A
GA	female	white	45-64	some college	conservative	B
NC	male	white	45-64	college graduate	moderate	A
CA	male	white	45-64	college graduate	liberal	A
NJ	male	white	30-44	college graduate	moderate	A
MD	female	white	45-64	high school graduate	moderate	B
FL	male	white	45-64	college graduate	liberal	A
PA	male	white	30-44	some college	conservative	B
CA	male	white	45-64	college graduate	moderate	B
NJ	male	white	30-44	some college	moderate	B
PA	female	white	18-29	college graduate	moderate	A
MD	male	other	30-44	college graduate	liberal	A
IL	female	white	45-64	college graduate	moderate	B
PA	female	white	45-64	college graduate	liberal	A
NY	male	other	30-44	college graduate	liberal	A
FL	female	hispanic	45-64	college graduate	liberal	A
MN	female	white	45-64	high school graduate	moderate	A
CA	female	hispanic	18-29	college graduate	liberal	A
NJ	male	white	45-64	some college	moderate	A
MI	male	white	18-29	didn't graduate from HS	conservative	B
NY	female	white	30-44	college graduate	moderate	A
GA	male	white	18-29	college graduate	conservative	B
ND	male	white	45-64	college graduate	moderate	A
MD	female	white	30-44	college graduate	conservative	B
OH	female	white	45-64	some college	liberal	A
TX	female	hispanic	45-64	some college	moderate	B
NY	male	other	45-64	high school graduate	liberal	A
MI	female	black	45-64	college graduate	liberal	A
MD	male	black	45-64	college graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	A
MD	female	white	30-44	college graduate	liberal	A
FL	female	white	30-44	some college	moderate	B
NJ	female	white	45-64	high school graduate	conservative	B
NY	male	white	30-44	college graduate	moderate	A
CT	female	white	30-44	college graduate	moderate	A
FL	male	white	45-64	college graduate	moderate	B
OH	female	white	18-29	high school graduate	conservative	A
CA	male	hispanic	30-44	some college	moderate	A
FL	female	white	65+	college graduate	conservative	B
CA	female	white	45-64	college graduate	liberal	A
AR	female	white	65+	didn't graduate from HS	conservative	B
NJ	male	white	18-29	some college	moderate	B
IL	male	white	45-64	college graduate	moderate	A
FL	female	other	30-44	some college	moderate	A
CA	female	hispanic	45-64	some college	moderate	B
OH	male	white	30-44	some college	conservative	B
OK	male	black	18-29	high school graduate	liberal	A
NC	male	white	18-29	some college	liberal	A
CA	female	hispanic	45-64	some college	liberal	A
AZ	female	white	45-64	some college	moderate	B
TX	male	white	18-29	college graduate	moderate	B
MD	female	white	65+	college graduate	moderate	A
DE	female	white	18-29	college graduate	moderate	A
CA	male	hispanic	30-44	college graduate	liberal	A
MN	female	white	30-44	college graduate	liberal	A
CA	male	white	18-29	college graduate	conservative	B
