state	sex	race	age	education	ideology	vote
IL	female	hispanic	18-29	college graduate	liberal	A
FL	male	hispanic	18-29	some college	liberal	A
MD	male	black	18-29	college graduate	moderate	A
OH	female	white	30-44	some college	conservative	A
TN	female	white	18-29	high school graduate	moderate	B
OH	male	white	18-29	high school graduate	moderate	B
CA	male	other	45-64	college graduate	moderate	A
MA	male	white	45-64	college graduate	moderate	B
LA	male	black	65+	college graduate	moderate	A
CA	male	white	45-64	some college	conservative	A
OH	female	white	45-64	some college	conservative	B
OH	male	white	45-64	high school graduate	conservative	B
IL	male	white	45-64	didn't graduate from HS	moderate	A
NY	male	white	30-44	some college	liberal	A
CA	female	black	30-44	college graduate	moderate	A
WA	male	white	45-64	college graduate	liberal	A
FL	female	white	45-64	some college	moderate	B
NJ	male	white	30-44	some college	moderate	B
NH	female	white	30-44	some college	moderate	A
AZ	male	white	30-44	college graduate	conservative	B
TX	male	white	30-44	some college	conservative	B
PA	female	white	30-44	college graduate	moderate	B
MA	male	white	45-64	college graduate	conservative	B
MD	female	white	30-44	college graduate	liberal	A
NJ	female	black	45-64	college graduate	conservative	B
MD	male	white	65+	high school graduate	moderate	B
MI	male	white	18-29	didn't graduate from HS	conservative	B
MA	female	other	30-44	college graduate	moderate	A
OH	female	white	45-64	college graduate	moderate	A
OH	female	white	30-44	college graduate	liberal	A
MA	female	white	18-29	some college	liberal	A
FL	female	white	18-29	college graduate	moderate	B
FL	female	black	18-29	high school graduate	moderate	A
MD	female	hispanic	45-64	some college	conservative	B
FL	female	black	30-44	high school graduate	moderate	A
GA	male	white	45-64	some college	moderate	B
CA	female	white	30-44	college graduate	moderate	A
CA	female	white	45-64	college graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	B
CA	male	white	45-64	some college	conservative	B
MT	female	white	45-64	college graduate	conservative	A
IL	female	white	18-29	some college	conservative	A
NC	female	white	18-29	college graduate	liberal	A
MS	female	white	18-29	some college	conservative	B
DE	female	other	30-44	some college	liberal	A
TN	male	white	18-29	high school graduate	moderate	A
IL	male	white	45-64	college graduate	conservative	B
NJ	female	white	45-64	college graduate	moderate	B
NY	male	white	45-64	high school graduate	conservative	B
IN	male	hispanic	18-29	high school graduate	liberal	A
PA	female	white	18-29	college graduate	moderate	A
IL	female	white	65+	some college	moderate	A
AR	female	white	45-64	college graduate	moderate	A
NJ	female	white	30-44	college graduate	liberal	A
CA	male	hispanic	18-29	college graduate	moderate	A
VT	male	white	45-64	high school graduate	conservative	B
KY	male	white	45-64	high school graduate	conservative	B
KY	male	white	18-29	college graduate	liberal	A
IL	male	black	30-44	high school graduate	moderate	A
IN	female	other	30-44	some college	liberal	B
NY	female	white	18-29	some college	moderate	A
IN	female	white	65+	high school graduate	conservative	B
SC	female	white	30-44	some college	moderate	A
OH	male	white	18-29	high school graduate	conservative	B
TX	female	black	18-29	some college	liberal	A
MI	female	white	18-29	college graduate	moderate	B
CA	male	white	65+	college graduate	liberal	A
VA	male	black	65+	didn't graduate from HS	conservative	A
CA	female	hispanic	30-44	some college	liberal	A
OR	female	white	45-64	high school graduate	liberal	A
CA	male	white	45-64	college graduate	moderate	B
MO	male	white	18-29	college graduate	liberal	A
PA	male	white	45-64	college graduate	conservative	B
CA	female	white	65+	college graduate	conservative	B
CT	male	white	18-29	some college	moderate	B
MI	female	black	30-44	some college	moderate	A
VA	female	hispanic	45-64	some college	liberal	A
NJ	female	white	18-29	college graduate	moderate	A
NY	female	black	30-44	high school graduate	conservative	A
WI	male	white	45-64	college graduate	moderate	A
MA	female	black	18-29	college graduate	liberal	A
SC	female	white	18-29	college graduate	moderate	A
MD	female	black	30-44	some college	liberal	A
VA	female	white	45-64	some college	conservative	B
OK	female	white	30-44	high school graduate	conservative	B
OK	female	white	45-64	some college	moderate	B
CA	female	hispanic	30-44	college graduate	conservative	B
ND	female	white	18-29	some college	conservative	B
IA	female	white	65+	didn't graduate from HS	liberal	A
NJ	female	other	18-29	college graduate	moderate	A
OH	male	white	30-44	high school graduate	moderate	A
MD	female	black	30-44	didn't graduate from HS	moderate	A
ND	female	white	30-44	college graduate	moderate	A
OK	female	black	45-64	some college	moderate	A
CA	female	white	30-44	college graduate	moderate	A
VA	male	white	18-29	college graduate	moderate	A
PA	female	white	18-29	college graduate	moderate	A
CA	female	hispanic	18-29	high school graduate	moderate	A
NJ	female	other	45-64	college graduate	moderate	A
TN	male	black	30-44	some college	conservative	A
MN	female	other	18-29	college graduate	moderate	A
FL	female	hispanic	18-29	some college	conservative	B
FL	female	white	45-64	college graduate	conservative	B
MA	male	white	30-44	college graduate	moderate	A
WI	male	black	30-44	some college	liberal	A
CA	male	white	45-64	some college	moderate	B
MI	female	white	45-64	high school graduate	moderate	A
NY	male	white	45-64	some college	moderate	A
OH	female	white	30-44	some college	conservative	B
MO	female	black	65+	college graduate	moderate	A
IL	male	white	45-64	college graduate	moderate	B
TN	male	white	30-44	college graduate	moderate	B
WV	female	white	65+	high school graduate	conservative	B
CT	male	white	45-64	college graduate	moderate	B
MD	male	white	45-64	some college	moderate	A
CA	male	hispanic	18-29	college graduate	liberal	A
NC	male	black	45-64	some college	moderate	A
IL	male	black	65+	some college	liberal	A
LA	male	white	18-29	college graduate	moderate	B
NC	female	white	18-29	college graduate	conservative	B
FL	male	black	18-29	didn't graduate from HS	moderate	A
FL	male	black	45-64	high school graduate	liberal	A
PA	female	white	45-64	some college	moderate	A
MI	female	white	30-44	some college	conservative	B
OH	female	white	30-44	college graduate	liberal	A
IL	female	white	18-29	college graduate	moderate	A
IL	female	white	18-29	high school graduate	conservative	B
FL	male	black	30-44	high school graduate	liberal	A
NY	male	hispanic	45-64	college graduate	liberal	A
NY	female	white	18-29	some college	moderate	A
AL	female	black	30-44	college graduate	conservative	A
IL	male	white	30-44	college graduate	moderate	A
MS	female	white	45-64	college graduate	moderate	B
AZ	male	white	45-64	college graduate	conservative	B
AK	male	white	18-29	some college	moderate	B
MO	female	black	18-29	some college	liberal	A
CA	male	white	18-29	college graduate	conservative	B
AZ	male	white	30-44	some college	conservative	B
NC	female	white	65+	high school graduate	conservative	B
NY	female	black	30-44	high school graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
AL	female	hispanic	18-29	some college	conservative	B
TX	female	white	30-44	some college	conservative	B
WY	male	white	30-44	high school graduate	moderate	B
CA	female	other	30-44	college graduate	liberal	A
AL	female	black	30-44	college graduate	moderate	A
IL	female	white	45-64	some college	moderate	B
AZ	male	white	45-64	college graduate	conservative	B
MD	male	white	45-64	college graduate	conservative	B
MI	female	white	18-29	some college	conservative	A
FL	female	white	18-29	some college	moderate	B
SC	male	white	65+	some college	moderate	A
AK	female	white	45-64	high school graduate	moderate	A
WI	female	white	45-64	college graduate	moderate	A
TX	female	hispanic	18-29	high school graduate	liberal	A
PA	female	hispanic	18-29	high school graduate	liberal	B
MD	male	other	45-64	high school graduate	liberal	A
NY	female	white	18-29	high school graduate	moderate	A
AZ	male	white	18-29	high school graduate	liberal	A
DE	female	white	65+	college graduate	liberal	A
CA	male	white	45-64	some college	liberal	A
CA	female	white	45-64	college graduate	liberal	A
NC	female	white	45-64	some college	conservative	B
KS	male	white	45-64	some college	moderate	A
CA	male	white	30-44	college graduate	conservative	B
PA	male	white	30-44	some college	moderate	A
FL	female	hispanic	18-29	high school graduate	liberal	A
NY	male	black	45-64	some college	moderate	A
MD	male	black	18-29	college graduate	conservative	A
NH	male	white	45-64	college graduate	moderate	A
MI	female	white	30-44	college graduate	moderate	B
MD	male	white	65+	college graduate	moderate	A
MI	female	white	18-29	college graduate	liberal	B
AZ	female	white	45-64	some college	conservative	B
NJ	male	white	45-64	some college	liberal	A
CA	female	hispanic	30-44	college graduate	moderate	A
OH	male	white	18-29	high school graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
CA	male	white	30-44	college graduate	moderate	A
MI	male	black	45-64	some college	conservative	A
WV	female	white	45-64	high school graduate	liberal	A
WI	male	white	18-29	high school graduate	moderate	A
OH	female	white	30-44	some college	liberal	A
IL	male	white	18-29	some college	moderate	A
CA	female	white	65+	college graduate	liberal	A
CA	female	white	45-64	high school graduate	conservative	B
MN	male	white	45-64	high school graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
NY	female	white	30-44	high school graduate	moderate	B
NY	female	white	18-29	college graduate	liberal	A
TN	female	white	18-29	some college	conservative	B
FL	male	white	65+	some college	conservative	A
KS	male	white	45-64	high school graduate	moderate	A
OH	female	white	30-44	some college	liberal	A
OH	male	white	18-29	college graduate	moderate	B
TX	male	white	65+	some college	moderate	A
GA	male	white	45-64	some college	conservative	B
CA	female	white	30-44	college graduate	moderate	B
AZ	female	white	45-64	high school graduate	moderate	A
MD	male	white	45-64	high school graduate	conservative	B
IL	female	white	65+	high school graduate	moderate	A
MN	male	white	45-64	some college	moderate	A
NC	female	white	65+	high school graduate	conservative	A
AZ	female	white	30-44	college graduate	conservative	B
PA	female	white	18-29	college graduate	liberal	A
AL	female	white	65+	college graduate	conservative	B
MA	female	white	45-64	some college	liberal	A
NY	male	white	45-64	college graduate	conservative	B
CA	female	hispanic	30-44	college graduate	moderate	A
MD	male	white	65+	high school graduate	conservative	B
NY	female	white	65+	college graduate	liberal	A
IL	female	white	45-64	some college	moderate	A
NC	female	white	65+	college graduate	conservative	B
WY	female	hispanic	45-64	some college	liberal	A
MN	female	white	65+	high school graduate	conservative	A
CO	male	white	45-64	college graduate	conservative	B
TN	female	black	30-44	college graduate	moderate	A
PA	male	white	65+	college graduate	moderate	A
CA	female	white	65+	college graduate	liberal	A
MI	female	black	30-44	college graduate	moderate	A
NJ	female	black	18-29	some college	moderate	A
MS	male	black	30-44	some college	conservative	A
CT	female	white	30-44	college graduate	moderate	B
CA	female	black	30-44	some college	conservative	A
IL	male	white	30-44	college graduate	liberal	A
WV	male	white	18-29	college graduate	liberal	A
MD	female	white	30-44	some college	conservative	B
NY	male	white	18-29	some college	moderate	B
VT	male	other	45-64	high school graduate	conservative	B
KS	female	white	30-44	some college	conservative	A
GA	male	white	30-44	college graduate	conservative	A
MN	female	white	45-64	college graduate	liberal	A
WI	female	white	18-29	college graduate	liberal	A
SC	male	white	65+	college graduate	conservative	B
ND	male	white	30-44	college graduate	moderate	B
AL	female	black	30-44	college graduate	conservative	A
WI	female	white	30-44	college graduate	moderate	A
SC	female	white	45-64	high school graduate	liberal	A
MI	female	white	18-29	some college	moderate	A
IL	female	white	45-64	some college	liberal	A
LA	male	black	18-29	some college	moderate	A
TX	female	white	30-44	some college	liberal	A
NY	male	other	30-44	college graduate	moderate	A
NC	female	white	65+	college graduate	liberal	A
NJ	female	white	45-64	some college	liberal	B
TX	female	white	30-44	college graduate	conservative	B
WI	male	white	18-29	college graduate	moderate	A
TX	female	white	65+	high school graduate	moderate	B
MD	male	black	45-64	college graduate	moderate	A
PA	female	white	45-64	high school graduate	liberal	A
WV	female	white	45-64	college graduate	liberal	A
OH	male	white	30-44	some college	conservative	B
CA	female	hispanic	30-44	some college	liberal	A
NC	male	white	45-64	college graduate	moderate	A
PA	male	white	45-64	some college	moderate	A
TX	female	hispanic	45-64	some college	moderate	B
AK	male	white	30-44	some college	liberal	A
MD	female	white	45-64	college graduate	conservative	B
CA	female	hispanic	30-44	some college	liberal	A
MD	female	white	30-44	some college	moderate	B
CA	male	white	45-64	college graduate	conservative	B
NY	female	white	45-64	some college	conservative	B
WI	male	white	18-29	some college	moderate	A
MD	female	black	18-29	college graduate	moderate	A
WA	female	white	45-64	college graduate	liberal	A
CA	female	white	45-64	college graduate	liberal	A
FL	female	white	30-44	didn't graduate from HS	conservative	B
MD	male	white	18-29	college graduate	moderate	B
CT	female	black	30-44	some college	liberal	A
IN	male	white	45-64	some college	conservative	B
NY	female	white	45-64	some college	conservative	B
MI	male	white	45-64	high school graduate	conservative	A
MO	male	white	45-64	some college	moderate	A
NY	male	white	30-44	some college	moderate	A
MN	male	white	30-44	some college	moderate	A
IL	female	white	65+	high school graduate	moderate	A
ND	female	white	30-44	high school graduate	moderate	B
MT	male	white	18-29	high school graduate	liberal	A
CA	male	hispanic	30-44	some college	moderate	A
MA	female	white	45-64	high school graduate	conservative	B
WI	female	white	45-64	college graduate	liberal	A
IN	female	white	45-64	high school graduate	conservative	B
CA	male	white	18-29	college graduate	liberal	A
TX	female	white	30-44	college graduate	moderate	B
FL	female	white	45-64	college graduate	moderate	B
LA	female	white	65+	high school graduate	moderate	B
OH	female	white	30-44	college graduate	liberal	A
AL	male	other	18-29	some college	moderate	A
IN	female	black	45-64	didn't graduate from HS	liberal	A
MO	male	white	18-29	college graduate	moderate	B
TX	male	white	30-44	high school graduate	conservative	B
IL	female	other	18-29	college graduate	liberal	A
NY	female	black	45-64	some college	moderate	A
TN	female	white	18-29	college graduate	liberal	A
MD	male	white	30-44	college graduate	moderate	B
OK	female	hispanic	30-44	college graduate	liberal	A
MD	male	white	30-44	college graduate	conservative	B
TX	female	white	65+	high school graduate	conservative	B
CA	female	white	65+	some college	conservative	B
GA	female	white	65+	some college	liberal	A
IL	male	black	45-64	some college	conservative	A
NY	female	white	30-44	college graduate	conservative	A
PA	male	white	30-44	college graduate	moderate	B
OK	female	hispanic	45-64	college graduate	moderate	A
IL	male	black	18-29	college graduate	liberal	A
CA	female	white	65+	some college	liberal	A
MA	male	white	45-64	college graduate	moderate	A
MD	female	white	30-44	college graduate	moderate	B
TN	male	white	45-64	some college	moderate	B
OK	male	white	45-64	high school graduate	liberal	A
NV	male	white	65+	college graduate	conservative	B
PA	female	white	30-44	some college	moderate	A
IN	female	white	18-29	didn't graduate from HS	conservative	B
WY	female	white	45-64	college graduate	conservative	B
MO	female	white	45-64	some college	conservative	B
CA	female	black	30-44	some college	conservative	A
IL	female	white	18-29	college graduate	conservative	B
IN	male	white	30-44	some college	conservative	B
IN	male	white	45-64	college graduate	conservative	B
MS	female	white	65+	high school graduate	conservative	B
CA	female	white	45-64	some college	conservative	A
DE	female	white	45-64	college graduate	conservative	B
AL	male	white	65+	college graduate	conservative	B
VA	female	hispanic	18-29	high school graduate	liberal	A
GA	male	white	30-44	high school graduate	conservative	B
MI	female	black	18-29	some college	liberal	A
FL	female	white	30-44	some college	moderate	B
OH	male	white	30-44	some college	conservative	B
IL	female	white	30-44	college graduate	moderate	A
CA	female	white	45-64	college graduate	conservative	B
FL	female	white	30-44	college graduate	moderate	B
IL	female	black	18-29	college graduate	liberal	A
MD	female	black	30-44	college graduate	liberal	A
CA	female	hispanic	30-44	some college	moderate	B
IL	male	white	18-29	college graduate	liberal	A
IL	male	white	45-64	college graduate	moderate	B
MD	male	white	45-64	college graduate	liberal	A
CA	male	hispanic	45-64	college graduate	liberal	A
OH	male	white	45-64	college graduate	moderate	B
GA	male	white	45-64	didn't graduate from HS	liberal	B
IL	male	white	45-64	college graduate	liberal	A
PA	male	white	30-44	college graduate	conservative	B
MT	male	white	30-44	some college	moderate	A
IL	male	white	18-29	college graduate	liberal	A
KS	male	white	30-44	high school graduate	conservative	A
LA	female	white	18-29	high school graduate	conservative	B
CT	female	black	30-44	college graduate	liberal	A
VA	female	white	45-64	some college	moderate	B
IL	female	black	18-29	high school graduate	liberal	A
OH	female	white	18-29	high school graduate	moderate	B
TX	male	black	18-29	didn't graduate from HS	moderate	A
TX	female	white	65+	high school graduate	conservative	B
IL	male	black	30-44	college graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
LA	female	white	45-64	some college	liberal	B
NY	female	white	45-64	college graduate	moderate	B
GA	female	white	45-64	some college	moderate	B
IL	female	white	18-29	some college	conservative	A
LA	female	hispanic	45-64	high school graduate	conservative	A
GA	male	white	45-64	high school graduate	moderate	B
OH	male	black	45-64	college graduate	conservative	A
NH	male	white	45-64	college graduate	moderate	B
TX	male	black	45-64	college graduate	moderate	A
MN	female	white	30-44	college graduate	moderate	A
KY	male	white	30-44	college graduate	moderate	A
IL	female	black	45-64	high school graduate	moderate	A
PA	female	white	65+	some college	moderate	B
CA	female	white	65+	college graduate	conservative	B
IL	male	white	18-29	college graduate	moderate	B
WI	female	black	45-64	some college	conservative	A
IN	male	white	65+	college graduate	conservative	B
MA	male	white	30-44	college graduate	liberal	A
CA	female	hispanic	30-44	some college	moderate	A
GA	male	hispanic	18-29	some college	moderate	A
MO	female	black	45-64	college graduate	liberal	A
CA	female	black	18-29	some college	liberal	A
FL	female	white	65+	some college	moderate	B
IL	male	white	65+	some college	moderate	A
IL	female	white	45-64	college graduate	moderate	A
OK	male	white	45-64	high school graduate	moderate	B
IL	female	white	30-44	college graduate	moderate	A
IL	female	white	18-29	some college	liberal	A
TX	female	hispanic	45-64	high school graduate	moderate	A
CA	male	other	65+	college graduate	moderate	A
PA	female	white	18-29	high school graduate	liberal	A
IL	male	hispanic	30-44	some college	moderate	A
OH	female	black	45-64	some college	conservative	A
ND	male	white	45-64	some college	conservative	B
PA	female	white	65+	some college	moderate	B
CA	male	hispanic	30-44	college graduate	liberal	A
IL	female	white	65+	high school graduate	conservative	B
IL	male	white	30-44	college graduate	moderate	A
FL	female	white	45-64	some college	liberal	B
WV	female	white	45-64	high school graduate	moderate	B
CA	male	white	65+	college graduate	moderate	A
MD	female	white	30-44	some college	moderate	B
MD	female	white	18-29	some college	moderate	A
NY	female	white	18-29	high school graduate	conservative	B
NC	female	black	18-29	some college	moderate	A
GA	female	white	18-29	high school graduate	conservative	B
CT	male	white	45-64	college graduate	conservative	B
MD	female	white	30-44	college graduate	conservative	B
PA	male	white	65+	college graduate	conservative	B
MI	male	white	18-29	some college	liberal	A
NJ	female	white	45-64	college graduate	liberal	A
WI	male	black	45-64	some college	conservative	A
CA	female	black	30-44	some college	moderate	A
MA	male	white	18-29	some college	liberal	A
PA	male	white	30-44	college graduate	moderate	B
WA	female	white	45-64	some college	liberal	A
TX	male	hispanic	45-64	high school graduate	liberal	A
NY	female	white	45-64	some college	moderate	A
KS	male	white	65+	college graduate	conservative	B
OH	female	white	45-64	some college	moderate	B
CA	female	white	30-44	college graduate	conservative	B
NY	male	black	18-29	some college	moderate	A
IL	female	white	45-64	some college	conservative	A
MN	male	white	30-44	some college	liberal	A
IN	male	white	45-64	college graduate	conservative	B
CA	female	white	30-44	high school graduate	moderate	B
NC	female	white	45-64	some college	conservative	B
NC	female	white	45-64	high school graduate	conservative	B
VT	male	white	45-64	college graduate	conservative	B
NJ	male	white	45-64	college graduate	conservative	B
OR	female	white	65+	some college	moderate	B
TX	male	hispanic	18-29	didn't graduate from HS	conservative	B
WI	male	white	65+	college graduate	moderate	A
FL	female	white	18-29	some college	liberal	A
OH	female	black	65+	high school graduate	liberal	A
CA	female	white	65+	high school graduate	moderate	B
NY	female	black	45-64	some college	moderate	A
NY	male	other	30-44	college graduate	conservative	A
IN	male	white	45-64	college graduate	moderate	A
CA	female	white	45-64	college graduate	moderate	A
NY	male	white	30-44	college graduate	moderate	A
CT	female	hispanic	65+	some college	conservative	A
MA	male	white	30-44	college graduate	moderate	A
NY	male	black	30-44	some college	moderate	A
CA	male	hispanic	45-64	some college	conservative	B
FL	female	hispanic	45-64	some college	conservative	B
IL	female	white	18-29	college graduate	moderate	B
CA	male	other	45-64	high school graduate	moderate	A
FL	female	hispanic	45-64	high school graduate	liberal	A
OH	female	other	18-29	college graduate	liberal	A
CA	male	white	30-44	college graduate	moderate	A
MI	female	white	45-64	some college	liberal	A
IL	female	white	45-64	high school graduate	moderate	B
TN	male	white	18-29	high school graduate	conservative	B
MI	female	other	65+	some college	liberal	A
NY	female	white	45-64	college graduate	moderate	B
MN	female	white	45-64	college graduate	liberal	A
MO	male	other	18-29	college graduate	liberal	A
IN	female	white	45-64	college graduate	moderate	A
IL	female	black	18-29	some college	moderate	A
NY	male	white	65+	high school graduate	conservative	B
NY	male	white	45-64	college graduate	liberal	A
FL	female	white	18-29	college graduate	liberal	A
TX	male	black	30-44	college graduate	moderate	A
NJ	female	white	65+	college graduate	moderate	B
FL	male	white	45-64	college graduate	moderate	A
CA	female	white	18-29	college graduate	conservative	B
VA	male	other	45-64	some college	moderate	A
TX	female	white	45-64	high school graduate	moderate	B
NY	male	white	30-44	high school graduate	conservative	B
WA	female	white	30-44	some college	liberal	A
NY	female	white	30-44	college graduate	liberal	A
OK	female	white	45-64	some college	moderate	A
CA	male	white	18-29	high school graduate	conservative	B
CT	female	white	45-64	some college	moderate	A
TX	female	white	45-64	some college	liberal	A
WI	female	white	45-64	high school graduate	moderate	A
NJ	male	white	45-64	high school graduate	moderate	A
TX	female	black	30-44	college graduate	liberal	A
NH	female	white	45-64	college graduate	moderate	A
ND	male	white	45-64	some college	conservative	B
OK	female	white	30-44	some college	moderate	B
CA	female	other	18-29	some college	moderate	A
CA	male	white	18-29	college graduate	liberal	A
PA	female	black	18-29	college graduate	liberal	A
IN	male	black	45-64	some college	conservative	A
GA	female	white	45-64	college graduate	liberal	A
NY	male	white	30-44	some college	moderate	A
NC	female	white	18-29	high school graduate	conservative	B
TX	male	hispanic	18-29	high school graduate	moderate	A
IL	female	hispanic	18-29	some college	liberal	A
MA	female	other	18-29	didn't graduate from HS	liberal	A
CA	female	white	45-64	college graduate	moderate	B
CA	male	white	30-44	college graduate	liberal	A
GA	male	black	30-44	some college	moderate	A
FL	female	white	18-29	didn't graduate from HS	liberal	A
VA	female	white	45-64	college graduate	moderate	A
NJ	female	white	30-44	high school graduate	conservative	B
VA	male	white	30-44	college graduate	moderate	B
TX	female	white	65+	some college	moderate	A
MN	male	white	18-29	high school graduate	conservative	B
NE	male	white	45-64	college graduate	moderate	B
MD	male	white	45-64	college graduate	moderate	B
FL	female	hispanic	30-44	some college	liberal	A
UT	male	other	18-29	some college	moderate	A
CA	female	white	45-64	college graduate	liberal	A
NY	female	hispanic	65+	high school graduate	moderate	B
CA	female	white	45-64	college graduate	moderate	A
OH	female	white	45-64	college graduate	moderate	A
AR	female	black	18-29	high school graduate	liberal	A
IN	female	white	45-64	high school graduate	conservative	B
SC	female	black	45-64	some college	liberal	A
CA	male	hispanic	18-29	some college	liberal	A
WI	female	white	18-29	some college	moderate	A
CA	female	other	45-64	some college	conservative	B
WI	female	white	65+	some college	conservative	B
PA	male	black	45-64	college graduate	conservative	A
NJ	male	white	45-64	college graduate	moderate	A
IL	male	other	65+	college graduate	liberal	A
MA	male	black	18-29	college graduate	moderate	A
NY	female	black	30-44	college graduate	moderate	A
NY	female	black	45-64	college graduate	conservative	A
MN	female	white	30-44	college graduate	moderate	B
CA	male	white	45-64	college graduate	conservative	B
ID	male	white	30-44	college graduate	conservative	B
IL	male	black	30-44	some college	moderate	A
CA	female	white	45-64	college graduate	liberal	A
MO	male	white	18-29	college graduate	liberal	A
OH	female	white	18-29	high school graduate	moderate	A
NY	female	black	45-64	college graduate	liberal	A
PA	female	white	45-64	college graduate	conservative	B
MD	male	white	45-64	college graduate	conservative	B
NY	female	black	30-44	some college	liberal	A
CA	female	hispanic	18-29	college graduate	conservative	A
NY	male	hispanic	45-64	some college	conservative	B
FL	male	black	30-44	college graduate	moderate	A
CA	male	white	18-29	high school graduate	liberal	A
OH	female	white	65+	high school graduate	conservative	A
CA	male	black	45-64	some college	moderate	A
NY	female	white	30-44	college graduate	liberal	A
PA	male	white	30-44	college graduate	moderate	A
PA	female	white	45-64	high school graduate	moderate	A
KS	male	white	18-29	some college	moderate	B
IL	female	white	18-29	some college	moderate	A
AR	female	black	18-29	college graduate	moderate	A
MA	female	white	45-64	college graduate	liberal	A
PA	female	white	30-44	some college	conservative	B
PA	male	white	45-64	high school graduate	conservative	A
MD	female	black	30-44	some college	liberal	A
IN	male	white	45-64	some college	moderate	B
MA	female	white	45-64	some college	moderate	A
CA	male	hispanic	18-29	high school graduate	moderate	B
WI	female	white	30-44	some college	liberal	A
CA	female	white	65+	high school graduate	moderate	A
RI	male	white	30-44	college graduate	conservative	B
IL	female	hispanic	30-44	college graduate	moderate	A
GA	female	black	30-44	some college	liberal	A
FL	female	white	30-44	college graduate	conservative	B
OH	male	white	18-29	college graduate	moderate	A
NV	male	hispanic	18-29	some college	conservative	B
MA	male	white	18-29	didn't graduate from HS	moderate	A
OH	female	white	65+	high school graduate	moderate	A
NJ	male	white	45-64	college graduate	liberal	A
CA	male	hispanic	30-44	college graduate	moderate	A
OH	male	white	45-64	college graduate	moderate	A
AL	male	white	45-64	some college	conservative	B
WI	male	white	30-44	college graduate	moderate	A
WI	female	white	65+	some college	liberal	A
CA	male	white	18-29	college graduate	moderate	A
MO	female	white	65+	high school graduate	moderate	A
CA	male	hispanic	30-44	college graduate	conservative	B
PA	female	white	30-44	college graduate	liberal	A
CA	male	hispanic	30-44	college graduate	moderate	A
FL	male	black	18-29	didn't graduate from HS	liberal	A
OH	female	white	30-44	high school graduate	moderate	A
TX	female	black	45-64	some college	moderate	A
VA	female	white	45-64	college graduate	liberal	A
MI	female	white	30-44	some college	liberal	A
IN	male	white	30-44	college graduate	moderate	B
MA	female	white	30-44	some college	conservative	A
NY	female	white	18-29	college graduate	liberal	A
MD	male	black	65+	college graduate	moderate	A
CA	female	black	18-29	some college	liberal	A
OH	female	white	30-44	college graduate	moderate	A
IL	female	white	30-44	some college	conservative	B
PA	female	hispanic	30-44	college graduate	liberal	A
MO	male	white	45-64	college graduate	conservative	B
GA	female	white	45-64	some college	liberal	A
AL	female	black	30-44	didn't graduate from HS	moderate	A
FL	female	white	45-64	college graduate	moderate	A
MD	male	white	45-64	college graduate	liberal	A
NY	male	white	30-44	college graduate	moderate	B
MD	female	white	18-29	high school graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
NY	male	white	30-44	college graduate	conservative	B
MI	female	white	18-29	didn't graduate from HS	moderate	B
OH	male	black	45-64	some college	liberal	A
FL	female	white	45-64	college graduate	liberal	A
NY	female	white	30-44	college graduate	conservative	A
CA	female	white	65+	high school graduate	moderate	B
IL	male	white	65+	didn't graduate from HS	conservative	A
MI	female	white	18-29	some college	moderate	A
NY	male	white	30-44	some college	moderate	A
PA	male	white	45-64	college graduate	conservative	A
PA	male	other	30-44	some college	conservative	B
IL	male	white	45-64	college graduate	moderate	A
CT	male	white	18-29	high school graduate	moderate	A
MI	male	white	18-29	some college	moderate	A
MD	male	white	18-29	college graduate	moderate	A
MN	male	white	18-29	some college	moderate	A
MN	female	other	45-64	high school graduate	conservative	A
NC	female	white	65+	high school graduate	conservative	A
MA	female	white	65+	high school graduate	conservative	B
WI	female	white	30-44	college graduate	moderate	A
OK	female	other	18-29	some college	liberal	A
TX	male	hispanic	30-44	high school graduate	conservative	B
WI	female	white	18-29	college graduate	moderate	B
FL	male	white	45-64	some college	conservative	B
PA	female	white	65+	high school graduate	conservative	B
FL	female	white	45-64	college graduate	conservative	B
OH	female	white	45-64	high school graduate	moderate	A
OH	male	white	65+	college graduate	liberal	A
NY	female	other	18-29	college graduate	liberal	A
OK	female	white	45-64	some college	moderate	B
MT	female	other	18-29	some college	moderate	A
NY	male	white	65+	college graduate	conservative	B
NY	male	white	45-64	high school graduate	conservative	B
TX	female	black	45-64	college graduate	moderate	A
CT	male	white	18-29	some college	liberal	A
PA	female	black	18-29	some college	moderate	A
VA	female	black	30-44	college graduate	moderate	A
PA	male	white	45-64	college graduate	conservative	B
NV	female	white	18-29	college graduate	moderate	B
IL	female	white	18-29	some college	liberal	A
CA	female	white	45-64	high school graduate	moderate	A
VA	male	white	45-64	college graduate	liberal	A
NJ	female	black	45-64	high school graduate	liberal	A
GA	male	white	45-64	college graduate	moderate	A
MO	male	white	45-64	high school graduate	conservative	B
IL	female	black	65+	high school graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
CA	female	hispanic	45-64	college graduate	moderate	A
KY	female	white	65+	high school graduate	conservative	B
GA	female	white	65+	high school graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
