state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
MI	male	white	45-64	high school graduate	democrat	conservative	barack obama	quasi-battleground
VA	female	white	65+	high school graduate	republican	moderate	john mcCain	battleground
NY	male	white	65+	high school graduate	other	moderate	barack obama	solid obama
CA	male	white	30-44	college graduate	other	moderate	john mcCain	solid obama
MA	male	white	45-64	some college	democrat	liberal	barack obama	solid obama
NJ	female	hispanic	18-29	some college	democrat	liberal	barack obama	solid obama
WI	female	black	65+	some college	democrat	liberal	barack obama	quasi-battleground
NJ	male	white	65+	college graduate	democrat	liberal	barack obama	solid obama
PA	female	white	45-64	some college	democrat	liberal	barack obama	quasi-battleground
WA	male	other	45-64	college graduate	other	moderate	john mcCain	solid obama
WI	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
MI	female	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
IL	female	white	18-29	some college	republican	conservative	barack obama	solid obama
PA	female	white	45-64	some college	democrat	moderate	john mcCain	quasi-battleground
WI	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
AZ	male	white	65+	college graduate	democrat	liberal	barack obama	solid romney
CA	female	other	30-44	college graduate	democrat	liberal	barack obama	solid obama
OH	female	black	18-29	some college	democrat	moderate	barack obama	battleground
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
NY	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
LA	male	black	18-29	high school graduate	democrat	moderate	barack obama	solid romney
MA	female	black	30-44	some college	democrat	liberal	barack obama	solid obama
MI	male	white	18-29	college graduate	republican	conservative	john mcCain	quasi-battleground
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
NY	female	white	18-29	college graduate	other	moderate	barack obama	solid obama
AR	female	white	30-44	college graduate	democrat	moderate	barack obama	solid romney
IL	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
SC	female	black	18-29	college graduate	other	conservative	barack obama	solid romney
SC	male	black	45-64	some college	democrat	moderate	barack obama	solid romney
MA	female	white	45-64	some college	other	moderate	barack obama	solid obama
OR	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
CA	male	white	30-44	college graduate	other	moderate	barack obama	solid obama
MD	female	black	30-44	some college	democrat	moderate	barack obama	solid obama
TX	male	hispanic	18-29	high school graduate	other	conservative	john mcCain	solid romney
CA	male	white	45-64	high school graduate	other	moderate	john mcCain	solid obama
MD	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	18-29	some college	republican	moderate	john mcCain	solid obama
CA	female	white	45-64	some college	other	moderate	john mcCain	solid obama
MD	female	white	18-29	some college	other	moderate	barack obama	solid obama
IL	male	white	45-64	college graduate	other	moderate	barack obama	solid obama
KS	female	white	45-64	high school graduate	other	moderate	john mcCain	solid romney
CA	male	black	18-29	some college	democrat	liberal	barack obama	solid obama
TN	female	white	18-29	high school graduate	republican	moderate	john mcCain	solid romney
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
MN	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
CA	male	white	18-29	college graduate	democrat	liberal	barack obama	solid obama
PA	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
MD	male	white	65+	college graduate	democrat	moderate	barack obama	solid obama
NJ	male	white	45-64	college graduate	other	moderate	barack obama	solid obama
TX	female	white	45-64	some college	other	moderate	barack obama	solid romney
TX	female	hispanic	30-44	didn't graduate from HS	democrat	liberal	barack obama	solid romney
WI	female	other	18-29	some college	democrat	liberal	barack obama	quasi-battleground
OH	male	white	65+	some college	other	liberal	barack obama	battleground
AR	female	black	45-64	some college	democrat	moderate	barack obama	solid romney
VA	female	white	65+	college graduate	democrat	liberal	barack obama	battleground
MI	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
NY	female	white	30-44	some college	democrat	moderate	barack obama	solid obama
OH	male	white	30-44	didn't graduate from HS	democrat	liberal	barack obama	battleground
MI	female	white	45-64	college graduate	other	moderate	john mcCain	quasi-battleground
OH	female	white	18-29	college graduate	republican	conservative	john mcCain	battleground
AZ	female	white	30-44	some college	republican	moderate	john mcCain	solid romney
OK	female	black	45-64	college graduate	democrat	moderate	barack obama	solid romney
NY	female	white	30-44	high school graduate	democrat	liberal	john mcCain	solid obama
NY	male	white	45-64	some college	republican	liberal	john mcCain	solid obama
CA	female	white	65+	college graduate	other	liberal	barack obama	solid obama
IN	male	white	30-44	high school graduate	republican	moderate	john mcCain	solid romney
CT	male	white	30-44	college graduate	other	conservative	john mcCain	solid obama
IL	female	black	65+	some college	democrat	moderate	barack obama	solid obama
MO	male	hispanic	18-29	didn't graduate from HS	democrat	liberal	barack obama	solid romney
MN	female	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
MA	male	white	18-29	some college	other	liberal	barack obama	solid obama
NY	male	white	30-44	high school graduate	other	moderate	barack obama	solid obama
VA	female	white	65+	college graduate	republican	moderate	john mcCain	battleground
MD	female	white	45-64	high school graduate	republican	moderate	john mcCain	solid obama
MN	male	white	45-64	some college	other	moderate	barack obama	quasi-battleground
KY	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
CA	male	hispanic	30-44	high school graduate	democrat	conservative	barack obama	solid obama
TX	female	black	45-64	college graduate	democrat	conservative	barack obama	solid romney
CT	female	white	30-44	college graduate	other	moderate	barack obama	solid obama
IA	male	white	18-29	some college	democrat	liberal	barack obama	battleground
PA	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
UT	female	white	65+	high school graduate	other	conservative	john mcCain	solid romney
NC	female	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
WA	female	other	45-64	college graduate	other	liberal	barack obama	solid obama
NC	female	white	45-64	some college	other	conservative	barack obama	quasi-battleground
TX	male	hispanic	18-29	some college	other	liberal	john mcCain	solid romney
AL	male	white	45-64	college graduate	other	conservative	john mcCain	solid romney
NY	female	white	45-64	high school graduate	republican	moderate	john mcCain	solid obama
FL	male	black	45-64	some college	democrat	moderate	barack obama	battleground
IN	male	white	45-64	high school graduate	republican	moderate	john mcCain	solid romney
NC	female	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
NJ	male	hispanic	18-29	college graduate	democrat	moderate	barack obama	solid obama
NH	female	white	30-44	college graduate	democrat	liberal	barack obama	battleground
MI	male	white	30-44	some college	republican	moderate	john mcCain	quasi-battleground
CT	female	white	65+	some college	democrat	moderate	barack obama	solid obama
NY	female	other	18-29	college graduate	democrat	liberal	barack obama	solid obama
NV	male	black	45-64	some college	democrat	moderate	barack obama	quasi-battleground
NY	female	black	18-29	high school graduate	democrat	liberal	barack obama	solid obama
CA	male	white	45-64	high school graduate	other	liberal	john mcCain	solid obama
IL	female	white	18-29	high school graduate	democrat	conservative	barack obama	solid obama
NY	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
NY	male	white	18-29	college graduate	republican	moderate	john mcCain	solid obama
SC	female	white	65+	college graduate	republican	conservative	john mcCain	solid romney
CA	male	black	30-44	some college	other	moderate	john mcCain	solid obama
IL	male	white	65+	college graduate	republican	conservative	john mcCain	solid obama
KS	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
NY	male	white	18-29	college graduate	other	liberal	barack obama	solid obama
MI	female	white	18-29	high school graduate	democrat	liberal	barack obama	quasi-battleground
NY	female	white	65+	college graduate	democrat	liberal	barack obama	solid obama
MD	female	white	30-44	high school graduate	democrat	liberal	barack obama	solid obama
MI	male	white	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
NY	female	white	30-44	college graduate	other	moderate	john mcCain	solid obama
CA	female	white	45-64	college graduate	democrat	conservative	barack obama	solid obama
SC	male	black	18-29	didn't graduate from HS	democrat	liberal	barack obama	solid romney
KS	female	white	65+	college graduate	republican	moderate	john mcCain	solid romney
GA	male	hispanic	45-64	college graduate	republican	liberal	barack obama	solid romney
IN	female	black	45-64	college graduate	other	conservative	barack obama	solid romney
MO	female	white	45-64	some college	republican	conservative	john mcCain	solid romney
IL	female	white	45-64	college graduate	other	conservative	john mcCain	solid obama
AZ	male	hispanic	18-29	some college	other	liberal	john mcCain	solid romney
KY	female	white	45-64	high school graduate	other	moderate	john mcCain	solid romney
CA	female	white	65+	high school graduate	democrat	moderate	barack obama	solid obama
TN	male	white	30-44	some college	other	liberal	barack obama	solid romney
MN	female	other	45-64	some college	democrat	conservative	barack obama	quasi-battleground
MO	female	white	30-44	some college	other	moderate	barack obama	solid romney
MA	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
NY	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
CA	male	white	30-44	some college	other	conservative	john mcCain	solid obama
OH	male	white	30-44	college graduate	other	moderate	barack obama	battleground
NY	female	white	65+	college graduate	democrat	liberal	barack obama	solid obama
AR	male	white	65+	high school graduate	republican	conservative	john mcCain	solid romney
TX	female	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
OH	female	white	30-44	high school graduate	democrat	moderate	barack obama	battleground
OH	female	white	30-44	college graduate	democrat	liberal	barack obama	battleground
CA	female	hispanic	45-64	some college	democrat	moderate	barack obama	solid obama
AL	male	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
NC	female	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
NC	female	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
DE	female	white	65+	college graduate	democrat	moderate	barack obama	solid obama
MD	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
OH	female	white	45-64	college graduate	republican	conservative	john mcCain	battleground
MN	male	black	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MD	male	black	18-29	high school graduate	democrat	liberal	barack obama	solid obama
WI	female	white	18-29	college graduate	democrat	moderate	barack obama	quasi-battleground
OH	male	hispanic	30-44	high school graduate	democrat	conservative	barack obama	battleground
AL	female	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
IL	male	white	30-44	some college	democrat	moderate	barack obama	solid obama
MA	male	white	45-64	some college	other	moderate	barack obama	solid obama
CA	female	hispanic	45-64	high school graduate	democrat	liberal	barack obama	solid obama
TX	female	black	18-29	didn't graduate from HS	democrat	moderate	barack obama	solid romney
IN	female	white	18-29	some college	republican	moderate	john mcCain	solid romney
IN	female	white	45-64	college graduate	democrat	moderate	barack obama	solid romney
AZ	male	white	30-44	high school graduate	democrat	conservative	john mcCain	solid romney
OH	female	white	45-64	college graduate	democrat	liberal	barack obama	battleground
MS	female	black	18-29	college graduate	democrat	moderate	barack obama	solid romney
MD	female	black	18-29	didn't graduate from HS	democrat	moderate	barack obama	solid obama
IL	female	white	45-64	some college	other	moderate	barack obama	solid obama
CA	female	hispanic	30-44	college graduate	republican	moderate	john mcCain	solid obama
OH	female	white	45-64	some college	democrat	moderate	barack obama	battleground
CT	male	white	45-64	high school graduate	other	conservative	john mcCain	solid obama
WI	female	white	65+	high school graduate	democrat	moderate	barack obama	quasi-battleground
AZ	female	white	65+	some college	other	moderate	barack obama	solid romney
KY	female	white	30-44	college graduate	democrat	conservative	barack obama	solid romney
IN	male	white	45-64	some college	democrat	moderate	barack obama	solid romney
CA	female	white	65+	some college	other	liberal	barack obama	solid obama
MD	male	white	45-64	college graduate	other	conservative	barack obama	solid obama
IL	female	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
IL	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
CA	female	white	45-64	college graduate	republican	moderate	john mcCain	solid obama
MI	male	white	45-64	some college	republican	conservative	john mcCain	quasi-battleground
FL	female	white	45-64	college graduate	republican	conservative	john mcCain	battleground
WY	female	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
CA	male	hispanic	18-29	some college	democrat	liberal	barack obama	solid obama
CA	male	black	18-29	college graduate	democrat	conservative	barack obama	solid obama
CA	female	hispanic	18-29	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
MA	female	other	18-29	high school graduate	democrat	conservative	barack obama	solid obama
TX	male	white	45-64	college graduate	other	conservative	john mcCain	solid romney
MD	male	black	18-29	some college	democrat	liberal	barack obama	solid obama
SC	female	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
MT	male	white	18-29	high school graduate	other	moderate	john mcCain	solid romney
PA	male	hispanic	18-29	some college	democrat	liberal	barack obama	quasi-battleground
IL	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
MI	male	black	45-64	some college	other	conservative	barack obama	quasi-battleground
CO	male	white	45-64	college graduate	other	conservative	barack obama	battleground
IL	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
NY	female	hispanic	30-44	college graduate	other	moderate	barack obama	solid obama
KS	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
RI	female	white	18-29	college graduate	republican	moderate	john mcCain	solid obama
MA	male	white	45-64	college graduate	other	conservative	john mcCain	solid obama
NY	female	white	45-64	college graduate	other	moderate	barack obama	solid obama
CO	female	white	65+	some college	republican	conservative	barack obama	battleground
NC	male	black	65+	some college	other	moderate	barack obama	quasi-battleground
NC	male	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
WA	male	white	45-64	college graduate	other	moderate	barack obama	solid obama
IN	female	white	18-29	some college	other	moderate	barack obama	solid romney
CA	male	white	45-64	college graduate	other	moderate	john mcCain	solid obama
OH	female	white	45-64	high school graduate	democrat	moderate	john mcCain	battleground
IN	female	white	45-64	some college	democrat	moderate	barack obama	solid romney
MT	female	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
CA	male	hispanic	45-64	didn't graduate from HS	democrat	liberal	barack obama	solid obama
MD	male	white	30-44	high school graduate	other	moderate	barack obama	solid obama
TX	male	white	45-64	some college	republican	moderate	john mcCain	solid romney
CA	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
NY	male	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
TX	female	black	18-29	some college	other	conservative	barack obama	solid romney
IL	female	white	45-64	some college	other	moderate	john mcCain	solid obama
NY	male	white	18-29	didn't graduate from HS	democrat	liberal	barack obama	solid obama
TX	male	white	65+	high school graduate	democrat	moderate	barack obama	solid romney
CA	male	white	45-64	college graduate	other	moderate	john mcCain	solid obama
MD	female	white	18-29	some college	democrat	liberal	barack obama	solid obama
MO	female	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
NC	male	white	45-64	some college	other	moderate	barack obama	quasi-battleground
PA	female	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
MA	female	hispanic	45-64	college graduate	democrat	liberal	barack obama	solid obama
CT	male	black	45-64	high school graduate	democrat	conservative	barack obama	solid obama
NJ	male	white	30-44	some college	democrat	liberal	barack obama	solid obama
NM	female	other	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
GA	male	white	45-64	some college	republican	moderate	john mcCain	solid romney
OH	male	white	30-44	some college	republican	moderate	barack obama	battleground
CT	female	white	30-44	college graduate	other	liberal	john mcCain	solid obama
NJ	female	white	65+	high school graduate	democrat	liberal	barack obama	solid obama
VA	male	black	45-64	college graduate	democrat	moderate	barack obama	battleground
FL	female	white	30-44	college graduate	democrat	liberal	john mcCain	battleground
IL	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
LA	male	white	45-64	college graduate	republican	liberal	john mcCain	solid romney
CA	male	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
MA	female	white	30-44	some college	democrat	liberal	barack obama	solid obama
AK	female	white	30-44	college graduate	other	liberal	barack obama	solid romney
OH	male	white	45-64	some college	republican	conservative	john mcCain	battleground
MA	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
MO	female	white	45-64	college graduate	other	moderate	barack obama	solid romney
UT	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
NY	female	white	65+	high school graduate	democrat	conservative	barack obama	solid obama
CA	female	hispanic	30-44	didn't graduate from HS	democrat	moderate	barack obama	solid obama
CA	male	white	18-29	some college	republican	conservative	john mcCain	solid obama
CA	female	white	30-44	some college	republican	conservative	john mcCain	solid obama
MI	female	white	30-44	college graduate	other	moderate	john mcCain	quasi-battleground
MA	female	hispanic	45-64	high school graduate	democrat	moderate	barack obama	solid obama
OH	female	black	30-44	some college	democrat	moderate	barack obama	battleground
IA	female	white	45-64	college graduate	republican	moderate	john mcCain	battleground
KY	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
NC	male	white	45-64	some college	republican	moderate	john mcCain	quasi-battleground
IN	male	white	45-64	some college	democrat	conservative	john mcCain	solid romney
MN	female	white	30-44	college graduate	other	liberal	barack obama	quasi-battleground
CA	male	black	30-44	some college	democrat	moderate	barack obama	solid obama
CA	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
FL	female	white	30-44	college graduate	republican	conservative	john mcCain	battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MA	female	other	45-64	some college	other	liberal	barack obama	solid obama
NY	female	white	45-64	some college	republican	conservative	john mcCain	solid obama
NE	male	white	30-44	college graduate	democrat	liberal	barack obama	solid romney
AZ	male	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
IL	male	white	30-44	some college	democrat	conservative	barack obama	solid obama
CA	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
CA	female	white	65+	college graduate	republican	conservative	john mcCain	solid obama
LA	male	white	30-44	didn't graduate from HS	democrat	conservative	john mcCain	solid romney
NY	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
NC	male	white	65+	college graduate	republican	conservative	john mcCain	quasi-battleground
DE	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
MI	female	white	45-64	high school graduate	other	conservative	john mcCain	quasi-battleground
MA	female	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
SD	male	white	18-29	didn't graduate from HS	democrat	liberal	john mcCain	solid romney
AL	male	black	30-44	college graduate	democrat	moderate	barack obama	solid romney
MD	male	white	18-29	some college	democrat	liberal	barack obama	solid obama
MN	female	white	45-64	college graduate	republican	moderate	john mcCain	quasi-battleground
NY	male	white	45-64	college graduate	democrat	liberal	john mcCain	solid obama
GA	male	white	18-29	college graduate	other	conservative	john mcCain	solid romney
NV	female	hispanic	65+	some college	republican	conservative	john mcCain	quasi-battleground
CA	female	hispanic	18-29	didn't graduate from HS	republican	liberal	barack obama	solid obama
NY	male	white	45-64	some college	republican	conservative	john mcCain	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
NY	male	other	45-64	high school graduate	democrat	liberal	barack obama	solid obama
NY	male	black	18-29	college graduate	democrat	moderate	barack obama	solid obama
KS	male	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
AL	female	black	45-64	some college	democrat	moderate	barack obama	solid romney
VA	male	white	30-44	some college	republican	conservative	john mcCain	battleground
CA	female	other	45-64	college graduate	other	moderate	john mcCain	solid obama
CA	male	white	65+	college graduate	republican	moderate	john mcCain	solid obama
AL	female	white	18-29	college graduate	republican	moderate	john mcCain	solid romney
TX	female	hispanic	30-44	some college	democrat	moderate	barack obama	solid romney
MO	female	black	18-29	high school graduate	democrat	moderate	barack obama	solid romney
IL	female	black	18-29	some college	democrat	liberal	barack obama	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
IL	male	white	65+	high school graduate	democrat	moderate	barack obama	solid obama
PA	female	hispanic	45-64	didn't graduate from HS	democrat	moderate	barack obama	quasi-battleground
CT	female	white	45-64	some college	democrat	moderate	barack obama	solid obama
MO	male	white	30-44	high school graduate	democrat	moderate	barack obama	solid romney
TN	female	other	65+	high school graduate	republican	conservative	john mcCain	solid romney
GA	female	black	45-64	some college	democrat	moderate	barack obama	solid romney
MI	female	white	30-44	high school graduate	other	conservative	barack obama	quasi-battleground
ND	male	white	45-64	high school graduate	republican	moderate	barack obama	solid romney
NY	male	white	45-64	some college	other	conservative	john mcCain	solid obama
WI	female	white	30-44	college graduate	democrat	moderate	barack obama	quasi-battleground
CA	male	white	30-44	some college	other	moderate	john mcCain	solid obama
OK	female	white	30-44	some college	democrat	liberal	barack obama	solid romney
MD	male	white	18-29	college graduate	republican	moderate	barack obama	solid obama
MO	male	white	45-64	some college	republican	moderate	john mcCain	solid romney
CA	female	black	18-29	some college	democrat	liberal	barack obama	solid obama
NJ	male	white	30-44	college graduate	other	liberal	barack obama	solid obama
IL	female	white	18-29	some college	republican	conservative	john mcCain	solid obama
NY	female	white	30-44	college graduate	republican	liberal	john mcCain	solid obama
NY	male	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
KY	male	white	45-64	some college	republican	conservative	john mcCain	solid romney
CA	female	white	18-29	some college	other	liberal	barack obama	solid obama
VT	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid obama
WY	female	white	45-64	some college	republican	conservative	john mcCain	solid romney
MI	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
FL	female	black	18-29	high school graduate	democrat	moderate	barack obama	battleground
MI	female	white	45-64	high school graduate	republican	conservative	john mcCain	quasi-battleground
NJ	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
GA	male	black	18-29	some college	democrat	liberal	barack obama	solid romney
CT	female	white	18-29	high school graduate	other	liberal	barack obama	solid obama
IN	female	black	45-64	college graduate	democrat	conservative	barack obama	solid romney
FL	female	white	18-29	some college	other	moderate	john mcCain	battleground
OK	female	black	30-44	high school graduate	democrat	liberal	barack obama	solid romney
NY	female	black	45-64	college graduate	democrat	liberal	barack obama	solid obama
IA	female	white	18-29	some college	republican	conservative	john mcCain	battleground
OK	female	white	65+	some college	republican	moderate	john mcCain	solid romney
CA	female	other	18-29	college graduate	democrat	moderate	barack obama	solid obama
PA	female	white	18-29	high school graduate	republican	conservative	john mcCain	quasi-battleground
GA	female	white	65+	college graduate	democrat	moderate	barack obama	solid romney
NC	male	hispanic	18-29	college graduate	democrat	liberal	barack obama	quasi-battleground
FL	female	hispanic	30-44	college graduate	republican	conservative	john mcCain	battleground
KY	male	white	65+	high school graduate	democrat	moderate	barack obama	solid romney
CA	female	white	18-29	some college	republican	conservative	john mcCain	solid obama
OH	male	white	45-64	some college	other	moderate	john mcCain	battleground
WI	male	white	30-44	college graduate	republican	conservative	john mcCain	quasi-battleground
WI	male	hispanic	18-29	some college	republican	moderate	john mcCain	quasi-battleground
NY	female	hispanic	30-44	some college	democrat	moderate	barack obama	solid obama
IL	male	white	18-29	high school graduate	other	moderate	barack obama	solid obama
CA	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
MO	male	white	30-44	high school graduate	democrat	liberal	barack obama	solid romney
TX	female	white	45-64	college graduate	democrat	conservative	john mcCain	solid romney
AL	female	white	18-29	some college	republican	moderate	john mcCain	solid romney
CA	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
CA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
IL	male	other	45-64	college graduate	other	moderate	barack obama	solid obama
AK	male	white	65+	college graduate	other	moderate	barack obama	solid romney
TX	female	hispanic	30-44	some college	republican	conservative	john mcCain	solid romney
TX	female	white	30-44	high school graduate	republican	conservative	john mcCain	solid romney
NC	female	white	65+	high school graduate	republican	liberal	barack obama	quasi-battleground
IL	male	white	45-64	some college	democrat	moderate	barack obama	solid obama
CA	male	hispanic	45-64	college graduate	democrat	liberal	barack obama	solid obama
CA	female	other	45-64	some college	other	conservative	john mcCain	solid obama
IL	female	white	30-44	college graduate	other	moderate	john mcCain	solid obama
SC	male	black	18-29	some college	democrat	liberal	barack obama	solid romney
GA	male	white	30-44	some college	other	moderate	barack obama	solid romney
MD	female	white	65+	some college	other	liberal	barack obama	solid obama
CA	female	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
VA	female	white	45-64	college graduate	republican	conservative	john mcCain	battleground
FL	male	white	45-64	college graduate	republican	moderate	barack obama	battleground
NJ	male	white	45-64	some college	other	moderate	john mcCain	solid obama
NY	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
WI	male	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
PA	male	white	65+	college graduate	democrat	liberal	barack obama	quasi-battleground
MD	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
OK	male	other	30-44	high school graduate	democrat	moderate	barack obama	solid romney
IL	male	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
OH	male	white	30-44	college graduate	republican	conservative	john mcCain	battleground
NJ	male	white	45-64	high school graduate	republican	conservative	john mcCain	solid obama
CA	male	white	18-29	high school graduate	democrat	moderate	barack obama	solid obama
CA	female	other	45-64	some college	other	moderate	john mcCain	solid obama
PA	female	black	18-29	some college	democrat	moderate	barack obama	quasi-battleground
SC	female	black	18-29	some college	democrat	moderate	barack obama	solid romney
MD	female	white	30-44	some college	other	conservative	barack obama	solid obama
MA	male	white	30-44	some college	republican	conservative	john mcCain	solid obama
NC	female	black	18-29	some college	democrat	liberal	barack obama	quasi-battleground
CA	female	hispanic	45-64	college graduate	democrat	moderate	barack obama	solid obama
TX	male	white	45-64	college graduate	other	conservative	john mcCain	solid romney
MI	male	white	65+	college graduate	other	moderate	barack obama	quasi-battleground
CA	female	black	18-29	some college	democrat	liberal	barack obama	solid obama
TX	male	hispanic	45-64	high school graduate	republican	conservative	barack obama	solid romney
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
TX	female	white	18-29	high school graduate	democrat	moderate	barack obama	solid romney
NY	male	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
IL	male	black	45-64	high school graduate	democrat	moderate	barack obama	solid obama
PA	male	white	45-64	college graduate	other	moderate	barack obama	quasi-battleground
MA	male	white	18-29	high school graduate	republican	conservative	john mcCain	solid obama
MN	female	other	45-64	some college	democrat	moderate	barack obama	quasi-battleground
CT	male	white	65+	college graduate	democrat	liberal	barack obama	solid obama
FL	female	white	45-64	some college	democrat	liberal	barack obama	battleground
OR	female	other	45-64	some college	other	conservative	john mcCain	solid obama
WI	female	white	30-44	college graduate	democrat	liberal	barack obama	quasi-battleground
AZ	male	white	45-64	some college	democrat	moderate	john mcCain	solid romney
WI	female	white	65+	some college	democrat	liberal	barack obama	quasi-battleground
CA	female	white	65+	some college	other	moderate	barack obama	solid obama
FL	female	hispanic	45-64	college graduate	other	moderate	john mcCain	battleground
PA	female	white	65+	some college	republican	moderate	john mcCain	quasi-battleground
NY	male	white	45-64	college graduate	democrat	moderate	john mcCain	solid obama
CA	female	white	18-29	some college	other	liberal	barack obama	solid obama
FL	male	hispanic	65+	college graduate	other	moderate	john mcCain	battleground
OH	male	white	45-64	didn't graduate from HS	democrat	conservative	barack obama	battleground
PA	female	white	18-29	high school graduate	democrat	moderate	barack obama	quasi-battleground
CT	male	white	18-29	high school graduate	democrat	moderate	barack obama	solid obama
MN	female	white	45-64	some college	other	conservative	john mcCain	quasi-battleground
CA	male	other	45-64	some college	republican	conservative	john mcCain	solid obama
CA	female	white	65+	high school graduate	republican	moderate	john mcCain	solid obama
CA	male	other	45-64	college graduate	other	moderate	barack obama	solid obama
NH	female	white	45-64	college graduate	republican	conservative	john mcCain	battleground
KY	female	white	45-64	some college	democrat	liberal	john mcCain	solid romney
CA	female	hispanic	30-44	college graduate	democrat	moderate	john mcCain	solid obama
IA	female	black	18-29	some college	democrat	moderate	barack obama	battleground
IL	female	white	30-44	some college	democrat	moderate	barack obama	solid obama
MI	male	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
IL	female	black	30-44	some college	democrat	moderate	barack obama	solid obama
NY	female	white	65+	college graduate	democrat	liberal	barack obama	solid obama
SC	female	white	65+	college graduate	republican	conservative	john mcCain	solid romney
AL	male	other	45-64	college graduate	other	moderate	barack obama	solid romney
